,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
876,ICLXL,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
877,mccoyp,Human,0.837,100,82,9,2,0.333,7.99,0.703,17.28,0.797,13.667,7.0,0.537,23.5,2.167,1.5,1.602,0.346,2.412,1.76,2.0,5.744,0.101,11.55,3.105,13.693,3.055,23.837,0.734,16.336,8.54,0.797,18.529,0.786,6.007,9.111,4.0,12.262,0.575,5.0
878,gaganmalvi,Bot,0.519,145,145,4,6,0.125,7.363,0.084,44.893,0.95,3.021,2.0,0.499,1.0,1.562,2.0,0.542,0.172,1.422,0.801,1.0,0.27,0.0,1.486,0.001,10.225,0.095,53.41,0.943,1.278,15.096,0.046,68.37,0.949,0.815,36.25,28.5,37.366,0.484,42.75
879,albinAppsmith,,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
880,einazare,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
881,jtappa,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
882,smnbbrv,Unknown,-,2,2,1,2,1.0,1269.889,1269.889,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1269.889,1269.889,0.0,0.0,0.0,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
883,jojosch,Unknown,-,3,3,1,1,1.0,48.07,48.07,2.403,0.018,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,96.141,96.141,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,3.0,3.0,0.0,0.0,0.0
884,mrmaxguns,Human,0.943,17,17,6,5,0.833,56.992,48.222,50.61,0.477,2.833,1.0,0.52,0.75,1.333,1.0,0.816,0.208,1.889,1.364,1.0,34.54,0.0,59.793,48.444,75.127,73.864,58.62,0.412,88.325,66.63,71.881,60.465,0.48,110.682,2.833,1.0,3.251,0.48,2.25
885,randomsync,Human,0.841,100,87,12,2,0.5,21.745,1.569,34.948,0.734,21.75,18.5,0.514,38.25,3.5,2.5,3.317,0.429,3.346,3.509,3.0,32.519,0.312,58.383,37.512,40.984,28.038,41.147,0.528,61.284,26.661,6.774,37.667,0.685,34.774,7.25,7.0,3.745,0.263,1.75
886,MarkSFrancis,Bot,0.759,100,69,5,2,0.286,1.15,0.001,4.438,0.932,9.857,8.0,0.385,10.0,2.143,2.0,0.9,0.171,2.76,2.204,3.0,0.23,0.0,1.127,0.001,3.02,0.001,7.11,0.807,0.084,1.296,0.0,4.838,0.927,0.0,13.8,5.0,15.786,0.522,30.0
887,TomJKing,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
888,ihhub,Human,0.888,291,234,12,2,1.0,2.322,0.019,6.748,0.896,117.0,117.0,0.444,104.0,6.5,6.5,7.778,0.423,46.8,82.914,7.0,107.434,18.189,208.544,37.485,0.962,0.117,1.752,0.696,0.911,2.051,0.005,6.258,0.905,0.075,19.5,10.0,22.068,0.568,38.5
889,fniessink,Human,0.782,100,69,8,2,1.0,0.641,0.05,1.929,0.864,34.5,34.5,0.442,30.5,6.0,6.0,2.828,0.167,23.0,16.823,16.0,9.931,5.178,12.93,12.257,6.895,6.895,4.452,0.228,3.148,0.76,0.06,2.108,0.852,0.199,8.625,7.5,6.886,0.397,4.75
890,jwoodman5,Unknown,-,5,5,2,1,1.0,403.058,1.67,803.855,0.749,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,1612.231,1612.231,0.0,0.0,,,0.0,0.0,,1608.838,1608.838,0.0,0.0,0.0,2.5,2.5,2.121,0.3,1.5
891,vladikoff,Human,0.944,23,20,10,3,0.429,103.209,0.034,233.107,0.832,2.857,3.0,0.314,2.0,2.429,2.0,1.397,0.286,2.5,1.604,1.25,62.797,0.005,177.568,0.048,208.37,53.232,322.568,0.691,305.606,86.731,0.016,231.349,0.871,0.333,2.0,2.0,1.247,0.29,1.0
892,luk6xff,Human,0.747,11,11,3,2,0.5,138.22,0.361,278.456,0.788,2.75,2.0,0.386,2.75,1.0,1.0,0.0,0.0,2.2,2.168,1.0,0.224,0.0,0.49,0.021,345.269,336.985,370.605,0.471,632.239,232.539,25.461,360.242,0.597,312.431,3.667,1.0,4.619,0.485,4.0
893,huangmin-ms,Human,0.957,78,59,10,4,0.8,34.678,1.011,71.019,0.791,11.8,14.0,0.427,15.0,4.6,5.0,3.578,0.383,3.688,2.774,2.5,69.175,0.596,109.991,105.424,60.301,1.448,118.095,0.791,31.3,34.5,0.935,75.576,0.813,29.086,5.9,6.5,3.814,0.341,5.0
894,jacob314,Human,0.933,20,19,7,6,1.0,49.549,0.182,108.858,0.819,3.167,1.0,0.5,3.0,2.0,1.0,2.0,0.389,1.727,1.104,1.5,16.886,0.0,48.568,0.207,70.613,0.4,137.083,0.773,65.894,18.657,0.102,43.614,0.84,6.347,2.714,3.0,1.38,0.256,2.5
895,jsmoriss,Bot,0.902,100,100,1,2,0.083,1.819,0.006,7.178,0.939,4.167,2.0,0.577,0.0,1.0,1.0,0.0,0.0,3.226,4.455,0.5,4.57,0.001,17.208,0.0,1.279,0.007,4.275,0.918,0.028,,,0.0,0.0,,100.0,100.0,0.0,0.0,0.0
896,moadqassem,Human,0.941,100,86,10,4,0.444,11.012,0.307,37.355,0.893,9.556,4.0,0.62,9.0,2.222,2.0,1.394,0.311,1.593,1.408,0.0,1.343,0.0,4.752,0.0,16.292,0.307,46.483,0.872,3.033,16.195,0.307,45.622,0.864,9.141,8.6,4.5,11.843,0.586,8.5
897,riccardo-alberti,Human,0.908,81,80,7,6,1.0,25.559,0.341,62.337,0.846,13.333,5.5,0.6,13.25,2.0,1.5,1.549,0.333,1.86,1.754,1.0,6.846,0.0,30.066,0.067,41.066,3.454,77.247,0.768,45.39,32.687,0.505,70.594,0.818,31.121,11.429,8.0,10.861,0.439,7.5
898,alemorcuq,Human,0.958,100,90,11,6,0.75,21.105,0.037,77.608,0.929,11.25,4.0,0.603,16.0,3.5,2.0,3.117,0.438,3.103,3.658,2.0,21.063,0.039,87.913,0.734,45.27,0.157,120.606,0.869,7.76,27.832,0.047,90.796,0.914,1.292,8.182,7.0,8.53,0.475,6.0
899,dnoneill,Human,0.945,100,74,11,3,0.429,2.662,0.183,8.854,0.887,10.571,2.0,0.699,2.0,3.0,2.0,2.309,0.327,4.933,5.873,2.5,6.226,0.234,13.203,2.962,7.21,0.393,17.731,0.835,2.253,3.031,0.205,10.1,0.885,0.904,6.727,4.0,7.643,0.479,2.5
900,zjj2wry,Human,0.841,30,30,5,14,0.933,61.023,4.561,135.659,0.79,2.0,1.0,0.427,0.5,1.267,1.0,0.594,0.175,1.875,1.586,1.25,2.488,0.0,5.987,0.007,115.324,42.036,173.879,0.645,97.466,85.423,25.719,190.715,0.742,58.119,6.0,2.0,6.442,0.493,11.0
901,piavgh,Human,0.954,100,87,14,12,0.706,17.306,0.928,33.51,0.786,5.118,1.0,0.728,1.0,1.765,1.0,1.888,0.373,3.0,5.548,1.0,14.782,0.0,42.234,0.638,37.845,21.605,42.921,0.582,64.631,17.15,1.093,33.51,0.784,13.451,6.214,5.0,6.67,0.47,5.75
902,OPNA2608,Human,0.945,100,91,10,6,0.75,6.58,0.634,14.045,0.785,11.375,2.0,0.691,8.5,2.0,1.0,1.773,0.375,1.596,1.132,1.0,1.646,0.0,5.907,0.029,8.9,2.306,16.668,0.742,12.871,6.764,0.802,13.17,0.751,6.387,9.1,4.5,15.125,0.63,6.5
903,xmudrii,Human,0.902,100,89,8,3,0.176,2.833,0.027,12.734,0.917,5.235,2.0,0.603,4.0,2.059,2.0,1.345,0.313,2.781,3.499,2.0,0.991,0.009,3.101,0.065,7.019,1.023,20.879,0.854,2.004,5.59,0.471,18.308,0.87,1.659,11.125,8.5,11.344,0.462,8.5
904,pavel-main,Bot,0.68,37,37,1,34,0.971,58.68,26.679,74.689,0.628,1.057,1.0,0.051,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.68,26.679,74.689,0.628,71.088,,,0.0,0.0,,37.0,37.0,0.0,0.0,0.0
905,blushi,Human,0.802,100,85,8,1,0.5,2.62,0.1,10.325,0.888,42.5,42.5,0.465,39.5,5.0,5.0,4.243,0.3,17.0,18.588,24.0,39.948,5.522,73.716,23.313,5.093,3.151,6.542,0.583,7.777,3.399,0.081,12.236,0.889,0.549,10.625,6.5,7.328,0.337,13.5
906,superdav42,Human,0.921,51,51,8,12,0.6,39.476,2.644,66.209,0.745,2.55,2.0,0.401,2.0,1.5,1.0,0.761,0.237,1.308,0.614,0.0,9.257,0.0,41.531,0.0,42.442,18.313,65.191,0.709,46.507,43.207,19.498,64.291,0.696,89.334,6.375,3.0,8.417,0.473,1.5
907,Hoshpak,Human,0.321,31,26,5,1,1.0,80.753,37.792,98.665,0.621,26.0,26.0,0.0,0.0,5.0,5.0,0.0,0.0,26.0,0.0,0.0,2018.813,2018.813,0.0,0.0,,,0.0,0.0,,78.942,47.854,89.199,0.555,97.069,5.2,1.0,7.362,0.585,4.0
908,williamhbaker,Human,0.854,200,164,11,1,0.5,3.018,0.146,13.22,0.904,82.0,82.0,0.451,74.0,8.5,8.5,3.536,0.147,32.8,58.904,3.0,84.83,1.425,186.97,1.238,16.949,0.748,32.888,0.734,16.736,2.523,0.172,8.738,0.872,1.084,14.909,17.0,10.765,0.38,15.5
909,usbalbin,Human,0.951,100,93,10,6,0.75,10.077,0.861,21.188,0.792,11.625,4.0,0.552,24.0,2.0,1.5,1.69,0.344,3.444,6.04,2.0,15.956,0.0,30.758,14.779,19.086,7.481,28.074,0.633,27.547,15.777,4.803,25.899,0.698,22.512,9.3,2.0,19.067,0.726,2.75
910,samiff,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
911,ValWood,Human,0.926,100,96,9,4,0.364,2.205,0.195,5.485,0.833,8.727,5.0,0.581,11.5,2.727,2.0,2.102,0.37,2.043,2.226,1.0,0.368,0.0,1.212,0.125,4.178,0.721,7.363,0.74,4.039,2.579,0.206,6.479,0.823,1.993,10.667,2.0,20.131,0.697,5.0
912,sajalasati,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
913,gcampax,Unknown,-,4,4,4,4,1.0,656.908,457.776,657.774,0.429,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,656.908,457.776,657.774,0.429,634.764,656.908,457.776,657.774,0.429,634.764,1.0,1.0,0.0,0.0,0.0
914,wallymathieu,Human,0.94,81,80,12,15,0.652,27.078,5.148,48.169,0.735,3.478,1.0,0.625,1.0,1.478,1.0,1.082,0.274,2.424,5.75,0.0,24.089,0.0,129.185,0.0,42.008,24.149,60.788,0.622,47.279,39.187,21.328,55.951,0.648,54.004,6.667,4.0,6.959,0.517,7.5
915,xulinde,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
916,Templarian,Human,0.897,27,23,8,2,0.4,70.089,0.115,205.698,0.875,4.6,3.0,0.435,3.0,1.8,2.0,0.837,0.222,1.643,1.151,1.0,5.167,0.0,12.572,0.064,113.047,0.105,262.693,0.818,148.479,40.112,0.101,72.19,0.77,34.099,2.875,1.0,4.155,0.527,1.25
917,mlavacca,Human,0.953,100,83,11,3,0.6,2.038,0.051,8.903,0.919,16.6,6.0,0.655,6.0,4.6,4.0,3.578,0.383,13.833,24.726,5.5,15.369,0.225,36.236,1.747,14.984,0.229,32.744,0.79,0.977,1.716,0.029,9.966,0.95,0.171,7.545,4.0,10.903,0.556,3.5
918,celenechang,Human,0.653,264,203,8,1,0.333,9.181,0.15,26.784,0.878,67.667,28.0,0.568,86.5,5.333,7.0,3.786,0.292,20.3,19.425,27.75,181.41,174.512,190.968,260.266,4.484,1.712,7.427,0.637,3.318,10.802,0.312,29.372,0.864,4.248,25.375,24.5,13.092,0.246,5.25
919,u-spec-png,Human,0.502,14,14,3,2,1.0,107.44,0.1,381.188,0.92,7.0,7.0,0.286,4.0,1.5,1.5,0.707,0.167,2.333,1.633,2.0,2.934,0.046,7.092,0.1,275.822,0.208,615.035,0.799,2.85,126.862,0.1,414.329,0.906,1.527,4.667,3.0,2.887,0.238,2.5
920,Infra-Red,Human,0.725,28,28,5,7,0.636,64.074,1.086,154.659,0.844,2.545,2.0,0.364,2.5,1.545,2.0,0.522,0.16,2.0,1.414,1.75,25.74,0.0,76.177,2.185,105.357,2.21,204.892,0.771,170.019,104.355,12.395,210.356,0.78,92.759,5.6,5.0,6.148,0.486,4.0
921,tuchfarber,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
922,Decipher,Human,0.866,100,70,9,2,1.0,6.954,0.027,31.938,0.953,35.0,35.0,0.2,14.0,5.5,5.5,0.707,0.045,23.333,13.65,13.5,65.765,75.613,60.137,59.529,141.272,141.272,133.368,0.334,94.305,7.499,0.027,34.904,0.955,0.113,7.778,7.0,6.667,0.413,5.0
923,emilytee,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
924,blankdots,Human,0.961,100,89,11,10,0.833,16.366,0.027,51.609,0.91,7.417,1.0,0.669,7.0,2.833,1.0,2.657,0.446,4.684,5.945,5.0,14.42,0.001,59.973,0.303,64.791,36.77,80.948,0.613,95.982,18.947,0.042,55.138,0.898,1.074,8.091,7.0,5.558,0.368,7.5
925,penberg,Human,0.935,100,79,11,3,0.333,7.096,0.217,13.823,0.763,8.778,4.0,0.641,5.0,2.889,2.0,2.977,0.453,3.762,3.239,3.0,8.45,1.093,11.395,22.132,18.801,18.086,20.868,0.567,25.337,8.795,0.477,15.554,0.716,15.885,7.182,2.0,11.461,0.638,2.5
926,avanthakkar,Human,0.882,100,93,7,3,0.75,5.473,0.132,15.183,0.849,23.25,18.0,0.454,16.75,2.25,1.5,1.893,0.361,1.722,1.071,1.0,4.198,0.0,14.144,0.224,5.224,0.316,14.599,0.831,3.896,7.343,0.401,18.208,0.833,4.462,13.286,5.0,13.973,0.492,13.5
927,raelga,Human,0.953,100,93,14,7,0.438,18.54,0.152,61.451,0.907,5.812,2.0,0.644,4.25,2.375,1.0,2.094,0.411,3.321,5.618,1.5,4.688,0.0,16.181,0.489,58.312,4.251,103.939,0.766,68.979,35.568,0.129,85.858,0.853,10.39,6.643,3.5,10.746,0.558,3.25
928,ninjanomnom,Human,0.944,100,80,11,3,0.75,6.934,0.053,29.32,0.924,20.0,3.0,0.688,21.0,3.25,1.5,3.862,0.481,7.273,9.285,6.5,47.164,0.195,114.243,23.804,2.901,0.819,5.568,0.72,2.7,3.595,0.043,13.229,0.907,0.348,7.273,5.0,7.498,0.523,12.5
929,hunkim,Human,0.924,100,94,9,6,0.6,5.042,0.283,10.628,0.804,9.4,6.5,0.536,10.0,2.2,1.5,1.619,0.345,4.476,4.308,5.0,5.954,0.179,17.487,1.387,17.191,13.062,16.474,0.47,17.135,6.071,0.428,10.391,0.759,8.355,10.444,3.0,22.406,0.704,2.0
930,tmashuang,Unknown,-,2,2,1,2,1.0,0.001,0.001,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
931,mtpr-ot,Human,0.909,16,15,7,3,1.0,92.938,12.246,127.94,0.674,5.0,7.0,0.267,3.0,2.667,2.0,2.082,0.333,1.154,0.376,0.0,26.25,0.0,94.645,0.0,79.99,12.246,113.01,0.681,148.951,73.837,0.168,110.45,0.706,141.619,2.143,2.0,1.464,0.324,1.5
932,kamil-da,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
933,baude,Human,0.799,200,182,9,3,0.13,5.837,0.052,18.865,0.887,7.913,4.0,0.616,6.0,2.261,2.0,1.322,0.278,1.82,1.527,1.0,2.314,0.0,8.397,0.065,8.333,0.096,23.955,0.868,3.411,7.574,0.111,22.009,0.87,2.439,20.222,22.0,19.645,0.454,17.0
934,doom369,Human,0.883,11,10,5,3,0.75,192.095,121.106,296.773,0.673,2.5,2.0,0.35,2.5,1.5,1.0,1.0,0.25,1.667,1.211,0.75,28.132,0.0,68.836,0.112,312.013,165.476,361.074,0.53,236.917,278.916,121.106,384.677,0.628,358.014,2.0,1.0,1.414,0.32,2.0
935,praveenkuttappan,Human,0.946,100,75,12,3,0.429,7.093,0.202,19.424,0.868,10.714,2.0,0.659,9.0,2.857,2.0,2.795,0.4,2.143,1.881,1.5,7.089,0.0,25.052,0.53,8.139,0.273,18.654,0.814,5.103,9.094,0.279,22.547,0.844,4.032,6.25,5.5,4.751,0.363,3.5
936,radeksimko,Human,0.858,100,83,9,2,0.286,5.921,0.092,15.711,0.857,11.857,2.0,0.733,2.5,3.143,2.0,2.545,0.39,6.385,8.921,5.0,26.648,0.0,59.158,5.71,11.591,0.844,25.029,0.795,11.329,5.647,0.111,14.064,0.834,2.294,9.222,10.0,7.242,0.402,6.0
937,IhateTrains,Human,0.756,100,81,11,1,0.333,1.002,0.006,2.683,0.878,27.0,23.0,0.412,25.0,5.0,3.0,5.292,0.444,5.786,4.56,7.0,3.436,0.073,7.399,2.996,2.469,1.08,3.626,0.68,3.394,0.946,0.005,2.545,0.878,0.067,7.364,6.0,6.454,0.453,8.0
938,vhyyhhu,Bot,0.883,30,30,1,1,0.5,57.777,0.295,125.777,0.802,15.0,15.0,0.367,11.0,1.0,1.0,0.0,0.0,10.0,5.568,5.5,518.215,353.635,617.145,600.461,60.443,60.443,58.588,0.343,41.428,,,0.0,0.0,,30.0,30.0,0.0,0.0,0.0
939,simu,Human,0.877,100,77,9,3,0.188,4.337,0.013,16.073,0.932,4.812,3.0,0.431,4.5,2.875,3.0,1.408,0.258,3.208,2.782,2.75,1.81,0.001,6.016,0.043,12.444,0.061,27.257,0.833,3.573,4.49,0.011,16.776,0.934,0.052,8.556,3.0,9.697,0.551,10.0
940,suganyasuven,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
941,thaystg,Human,0.945,100,80,11,3,0.3,17.314,0.14,59.052,0.883,8.0,3.0,0.578,12.25,2.9,2.0,2.331,0.383,2.667,2.073,2.0,13.467,0.027,30.21,12.39,33.235,1.111,92.843,0.861,10.45,19.481,0.422,63.772,0.88,6.647,7.273,8.0,4.585,0.336,6.5
942,falkTX,Human,0.832,100,88,8,6,0.3,1.36,0.093,3.467,0.847,4.4,2.0,0.542,1.75,1.6,1.0,0.883,0.259,1.796,2.061,1.0,0.498,0.0,2.324,0.002,1.957,0.135,4.001,0.796,0.912,1.921,0.066,4.685,0.845,0.858,11.0,3.5,19.258,0.653,6.0
943,madsd,Human,0.267,32,31,5,3,0.429,45.794,8.448,77.182,0.734,4.429,2.0,0.553,3.0,1.571,1.0,0.787,0.234,2.214,2.94,1.0,43.122,0.0,123.325,0.562,59.238,27.817,83.551,0.657,77.554,36.191,1.825,64.407,0.739,39.43,6.2,7.0,3.633,0.284,2.0
944,chlowell,Human,0.937,100,71,10,4,0.4,2.488,0.202,9.035,0.881,7.1,5.5,0.418,8.5,2.3,2.0,1.829,0.352,1.69,1.199,1.0,0.2,0.0,0.5,0.089,4.043,0.309,11.604,0.854,1.32,2.403,0.259,5.72,0.821,1.212,7.1,3.5,10.775,0.568,3.75
945,IjzerenHein,Human,0.943,14,14,7,7,0.7,144.025,4.188,305.744,0.805,1.4,1.0,0.171,1.0,1.3,1.0,0.483,0.162,1.273,0.467,0.5,0.389,0.0,1.26,0.018,186.804,31.161,340.333,0.749,81.774,100.626,1.663,276.906,0.857,35.976,2.0,2.0,1.155,0.286,1.5
946,StefanKock,Unknown,-,2,2,2,1,1.0,0.054,0.054,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.054,0.054,0.0,0.0,,,0.0,0.0,,0.054,0.054,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
947,markus-hinsche,Human,0.205,17,17,3,2,0.5,44.671,0.412,130.931,0.865,4.25,4.5,0.221,3.25,2.25,2.5,0.957,0.194,2.833,1.329,0.75,99.221,15.799,210.138,31.893,23.882,0.275,41.776,0.722,22.532,92.669,0.275,194.791,0.792,60.551,5.667,3.0,4.619,0.314,4.0
948,MrArnoldPalmer,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
949,KylieModen,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
950,sazzad16,Human,0.942,100,70,10,3,0.75,4.88,0.122,11.403,0.817,17.5,6.5,0.629,22.0,3.5,2.0,3.786,0.464,2.917,3.296,1.5,11.305,0.063,25.827,8.852,2.844,0.074,7.529,0.843,2.163,6.611,0.463,13.576,0.773,9.857,7.0,5.0,4.899,0.326,5.0
951,lucasdemarchi,Human,0.945,200,138,11,4,1.0,3.193,0.042,8.526,0.876,34.5,16.0,0.605,46.5,4.25,4.5,3.202,0.338,9.2,10.962,13.5,19.323,0.499,42.328,16.017,10.543,8.85,9.459,0.48,18.004,2.941,0.039,7.346,0.865,0.35,12.545,2.0,16.705,0.631,22.5
952,svlandeg,Human,0.95,100,76,10,6,0.545,1.942,0.054,8.223,0.911,6.909,2.0,0.538,8.0,2.545,2.0,2.162,0.383,2.0,1.644,1.0,0.789,0.0,3.327,0.16,3.127,0.13,11.172,0.885,1.124,2.617,0.077,9.624,0.895,0.657,7.6,6.5,6.67,0.45,9.0
953,blegat,Human,0.951,100,90,15,11,0.579,2.163,0.047,9.224,0.911,4.737,2.0,0.523,6.0,2.789,1.0,2.275,0.411,2.093,2.114,1.0,1.135,0.0,4.316,0.025,3.421,0.247,12.678,0.876,1.448,1.975,0.062,9.526,0.916,0.298,6.0,3.0,6.336,0.514,8.0
954,mdo,Unknown,-,8,6,4,1,1.0,26.589,11.584,35.388,0.616,6.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.0,132.945,132.945,0.0,0.0,,,0.0,0.0,,40.389,37.44,41.929,0.461,41.851,1.5,1.0,1.0,0.25,0.5
955,Vokler,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
956,sayanh,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
957,ru-fu,Human,0.907,100,83,11,3,0.231,2.488,0.153,8.285,0.865,6.385,2.0,0.576,9.0,2.0,2.0,1.155,0.296,1.766,2.398,0.0,0.241,0.0,1.31,0.0,4.189,0.4,10.792,0.813,3.497,3.4,0.226,10.369,0.849,1.974,7.545,4.0,8.79,0.526,5.5
958,douglas-reid,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
959,lgxbslgx,Human,0.941,100,94,12,4,0.364,9.452,0.28,34.075,0.894,8.545,3.0,0.646,5.0,2.182,2.0,1.537,0.333,1.362,0.891,0.0,4.148,0.0,31.479,0.0,8.718,0.335,24.856,0.856,2.975,10.553,0.335,36.745,0.881,3.414,7.833,5.0,6.847,0.447,12.25
960,yanex,Human,0.949,17,16,7,5,1.0,84.59,0.754,190.536,0.818,3.2,1.0,0.45,4.0,1.4,1.0,0.548,0.171,2.286,1.38,2.5,6.047,0.058,10.941,6.978,204.42,118.659,269.777,0.596,196.247,136.3,20.972,236.491,0.731,171.022,2.286,1.0,2.36,0.429,1.5
961,msimonin,Human,0.475,22,22,3,2,1.0,64.957,0.231,215.624,0.897,11.0,11.0,0.455,10.0,2.0,2.0,1.414,0.25,7.333,7.767,7.5,84.974,20.493,129.837,117.215,554.592,554.592,613.403,0.391,433.742,83.821,0.056,284.875,0.913,1.412,7.333,6.0,7.095,0.424,7.0
962,coldnew,Bot,0.895,100,80,2,1,1.0,0.915,0.007,3.709,0.942,80.0,80.0,0.0,0.0,2.0,2.0,0.0,0.0,80.0,0.0,0.0,72.297,72.297,0.0,0.0,,,0.0,0.0,,0.628,0.002,3.599,0.965,0.01,40.0,40.0,28.284,0.25,20.0
963,cazacmarin,Unknown,-,5,5,3,1,0.5,101.644,117.843,79.467,0.361,2.5,2.5,0.3,1.5,1.5,1.5,0.707,0.167,1.667,1.155,1.0,110.746,0.0,191.818,166.119,37.169,37.169,48.081,0.457,33.998,80.686,71.167,82.687,0.453,82.275,1.667,2.0,0.577,0.133,0.5
964,jpoehnelt,Human,0.957,100,84,15,5,0.714,11.266,0.014,40.497,0.925,12.0,6.0,0.68,5.5,3.429,1.0,3.735,0.488,8.4,17.558,4.25,54.605,0.042,94.403,97.911,43.228,24.597,57.254,0.511,21.576,10.199,0.013,38.852,0.929,0.06,5.6,3.0,5.654,0.505,7.5
965,edwh,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
966,tokangas,Human,0.875,200,156,9,2,0.4,8.562,0.327,27.322,0.86,31.2,1.0,0.71,25.0,2.4,1.0,1.949,0.367,3.714,10.962,1.0,20.666,0.0,95.077,0.883,11.196,0.389,22.347,0.809,2.864,12.371,0.63,35.988,0.842,6.228,17.333,8.0,26.486,0.607,5.0
967,eliangcs,Human,0.711,244,194,9,1,0.5,10.914,0.091,34.062,0.874,97.0,97.0,0.459,89.0,6.5,6.5,3.536,0.192,21.556,42.453,16.0,220.631,0.021,455.923,80.477,15.092,0.635,36.74,0.826,4.994,12.547,0.065,37.879,0.87,6.356,21.556,21.0,12.511,0.309,12.0
