,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
789,dhrishi,Human,0.947,100,77,10,3,1.0,22.376,2.94,39.661,0.759,25.667,27.0,0.346,20.0,3.667,3.0,3.055,0.364,3.85,3.631,2.5,51.61,1.443,104.227,47.501,35.178,23.056,47.768,0.634,35.487,25.35,4.068,38.898,0.704,36.893,7.7,4.0,8.795,0.557,9.25
790,JorritSalverda,Human,0.932,79,77,10,5,0.385,25.175,0.064,89.705,0.924,5.923,5.0,0.386,6.0,2.231,2.0,1.166,0.249,2.265,1.928,2.0,9.913,0.0,48.249,0.064,47.766,0.122,124.951,0.872,8.021,28.144,0.052,101.403,0.929,0.197,7.7,2.0,13.4,0.656,1.0
791,jsquire,Human,0.878,100,84,11,2,0.4,1.162,0.061,3.406,0.853,16.8,2.0,0.662,17.0,3.2,2.0,3.347,0.45,3.231,3.713,2.75,2.101,0.006,5.877,0.077,1.672,0.03,4.401,0.853,0.769,1.188,0.082,3.361,0.832,0.907,7.636,6.0,4.965,0.346,8.5
792,Rangi42,Human,0.913,100,89,10,3,0.2,0.788,0.037,3.249,0.911,5.933,5.0,0.351,6.0,2.2,1.0,1.656,0.368,1.413,1.102,0.0,0.035,0.0,0.129,0.0,1.084,0.037,3.84,0.902,0.257,1.208,0.117,3.865,0.866,0.399,8.9,4.0,15.051,0.615,5.25
793,jatinchowdhury18,Human,0.943,100,91,11,4,0.267,6.569,0.268,15.038,0.825,6.067,2.0,0.614,5.0,2.2,1.0,2.042,0.412,2.333,2.698,2.0,1.536,0.0,5.282,0.114,13.983,6.492,20.457,0.67,15.619,9.334,0.333,17.344,0.756,13.771,8.273,4.0,14.43,0.621,5.0
794,artemcm,Human,0.835,100,96,8,2,0.4,4.499,0.149,24.838,0.917,19.2,18.0,0.254,15.0,4.2,5.0,1.643,0.19,1.778,1.208,1.0,0.635,0.0,2.473,0.051,7.417,0.224,33.01,0.896,1.64,6.622,0.163,31.34,0.909,1.103,12.0,3.0,14.629,0.555,14.0
795,georgen117,Human,0.942,24,24,6,3,0.75,86.625,2.915,224.417,0.807,6.0,1.5,0.604,5.5,1.75,1.5,0.957,0.25,6.0,9.345,5.5,186.266,0.012,372.516,186.278,415.774,96.813,571.045,0.534,499.79,176.51,75.464,346.079,0.743,95.547,4.0,1.0,6.419,0.597,1.5
796,SiobhyB,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
797,lancedikson,Human,0.941,23,23,7,8,1.0,87.069,8.245,169.358,0.784,2.875,1.0,0.527,1.0,1.5,1.0,0.926,0.25,1.917,1.165,2.0,0.025,0.0,0.084,0.001,174.11,75.999,208.722,0.568,246.317,95.506,16.262,180.381,0.776,74.053,3.286,4.0,1.38,0.211,1.5
798,stjanilofts,Bot,0.331,40,39,4,1,1.0,17.021,0.265,49.321,0.883,39.0,39.0,0.0,0.0,4.0,4.0,0.0,0.0,39.0,0.0,0.0,646.8,646.8,0.0,0.0,,,0.0,0.0,,24.968,0.111,63.065,0.84,18.622,9.75,5.5,11.701,0.506,7.25
799,tomkerkhove,Human,0.944,100,79,10,9,0.9,6.027,0.012,15.828,0.878,7.9,3.0,0.573,12.5,3.2,1.0,3.225,0.475,3.038,3.066,3.5,0.265,0.002,0.876,0.009,18.529,4.17,23.739,0.651,33.643,7.964,0.022,17.802,0.838,2.546,7.9,7.0,6.332,0.389,6.5
800,ogizanagi,Human,0.96,100,86,11,12,0.923,20.681,0.087,53.928,0.86,6.615,1.0,0.775,0.0,1.615,1.0,1.938,0.344,3.909,8.53,2.0,29.378,0.0,71.427,1.528,52.933,24.478,84.924,0.663,46.628,31.152,0.754,65.419,0.808,31.968,7.818,6.0,7.897,0.423,4.0
801,apigirl,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
802,rupa455wavelabs,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
803,hanhanW,Human,0.906,100,82,9,3,1.0,1.41,0.124,4.762,0.868,27.333,11.0,0.398,24.5,4.667,3.0,2.887,0.238,4.824,5.199,6.0,6.134,0.235,10.539,4.718,0.622,0.189,1.039,0.69,0.349,1.248,0.13,5.18,0.87,0.422,9.111,4.0,8.866,0.439,7.0
804,jvishnuvardhan,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
805,LTiger14,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
806,bbilas,Bot,0.316,90,60,5,1,1.0,28.812,0.755,80.491,0.867,60.0,60.0,0.0,0.0,5.0,5.0,0.0,0.0,60.0,0.0,0.0,1699.903,1699.903,0.0,0.0,,,0.0,0.0,,23.13,1.833,73.279,0.865,12.666,12.0,6.0,15.1,0.573,14.0
807,oliverklee,Human,0.807,100,84,8,3,0.5,0.281,0.009,1.49,0.932,14.0,3.5,0.663,6.0,2.833,2.0,2.137,0.324,5.25,14.884,1.0,0.177,0.0,0.663,0.008,1.366,0.024,3.357,0.837,0.769,0.298,0.009,1.536,0.931,0.029,10.5,10.5,7.387,0.369,12.0
808,mzulqarnain1,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
809,slaskawi,Human,0.91,32,24,9,2,0.5,87.584,0.029,235.379,0.876,6.0,1.5,0.604,5.5,3.25,1.5,3.862,0.481,3.429,4.392,3.0,30.928,0.0,63.384,23.781,299.656,83.72,406.937,0.632,569.896,92.701,0.018,251.599,0.881,9.402,2.667,3.0,1.118,0.204,1.0
810,neil-buckley,Bot,0.81,200,196,3,2,0.5,1.282,0.038,3.3,0.866,49.0,45.0,0.166,21.5,2.75,3.0,0.5,0.068,1.188,0.801,0.0,0.471,0.0,2.005,0.0,1.051,0.04,3.091,0.882,0.178,4.272,0.128,5.363,0.628,9.265,65.333,27.0,67.263,0.398,58.5
811,timtroendle,Human,0.925,77,66,12,2,0.667,24.396,0.024,141.509,0.961,22.0,2.0,0.606,30.0,4.667,2.0,4.619,0.381,9.429,12.191,11.5,198.445,0.348,472.037,62.482,32.773,1.483,58.43,0.742,36.788,11.425,0.024,33.107,0.895,0.5,5.5,2.0,7.268,0.576,6.0
812,masterleinad,Human,0.894,100,82,8,4,0.571,0.557,0.071,2.039,0.851,11.714,5.0,0.634,8.0,2.571,2.0,1.512,0.302,2.733,4.025,1.0,0.218,0.0,0.409,0.155,1.33,0.198,3.289,0.802,0.912,0.886,0.131,2.654,0.825,0.55,10.25,4.0,14.39,0.588,7.75
813,h7y,Unknown,-,2,2,1,2,1.0,1775.315,1775.315,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1775.315,1775.315,0.0,0.0,0.0,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
814,strongduanmu,Human,0.842,100,87,10,2,0.5,1.539,0.047,3.834,0.844,21.75,14.5,0.422,22.25,3.0,2.0,2.828,0.417,1.611,1.323,1.0,0.292,0.0,0.902,0.002,2.2,0.06,4.703,0.814,1.651,1.569,0.069,3.76,0.83,1.423,8.7,8.5,5.618,0.346,8.0
815,sunby,Human,0.941,100,91,12,5,0.5,11.726,0.245,32.469,0.862,9.1,4.5,0.579,7.5,2.2,2.0,1.476,0.291,1.717,1.473,1.0,4.162,0.0,15.675,0.014,16.052,0.602,39.705,0.837,15.996,16.098,0.657,38.35,0.828,16.404,7.583,4.0,9.568,0.549,9.25
816,deepthidevaki,Human,0.907,200,173,11,2,0.667,4.89,0.137,13.834,0.879,57.667,9.0,0.617,80.0,6.667,7.0,4.509,0.3,21.625,44.359,9.0,103.921,0.778,260.875,28.751,1.38,1.159,1.349,0.494,1.734,6.389,0.227,15.688,0.845,1.367,15.727,10.0,14.086,0.406,11.0
817,stablebits,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
818,sampoder,Human,0.943,100,82,13,13,0.52,7.84,0.02,20.394,0.865,3.28,2.0,0.484,3.0,2.08,1.0,1.382,0.337,2.412,2.148,2.0,2.276,0.0,9.367,0.055,16.898,1.644,28.572,0.728,22.304,8.059,0.019,21.008,0.856,2.616,6.308,4.0,5.95,0.463,6.0
819,mikeharv,Human,0.909,100,73,10,2,1.0,2.304,0.125,8.057,0.879,36.5,36.5,0.459,33.5,5.0,5.0,4.243,0.3,10.429,15.437,10.0,11.39,1.75,20.308,11.476,14.355,1.69,24.513,0.72,16.097,2.655,0.156,8.714,0.873,1.128,7.3,8.0,5.438,0.39,8.0
820,andreievg,Human,0.857,100,87,12,1,0.5,2.832,0.104,11.278,0.9,43.5,43.5,0.489,42.5,6.5,6.5,7.778,0.423,29.0,25.534,25.0,80.63,48.717,100.462,96.586,0.832,0.832,0.611,0.26,0.432,4.806,0.247,14.53,0.852,1.568,7.25,3.5,9.45,0.545,6.5
821,tuanducdesign,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
822,klaaz0r,Human,0.918,11,11,3,9,0.9,184.85,227.57,139.839,0.399,1.1,1.0,0.082,0.0,1.1,1.0,0.316,0.082,1.1,0.316,0.0,0.001,0.0,0.003,0.0,205.388,240.236,131.355,0.332,109.041,73.074,73.074,103.329,0.5,73.065,3.667,1.0,4.619,0.485,4.0
823,hydrapolic,Human,0.824,64,63,6,6,0.75,31.098,0.252,91.558,0.875,7.875,2.0,0.569,13.5,1.375,1.0,0.744,0.216,1.465,0.592,1.0,17.904,0.0,95.467,0.095,27.577,0.275,59.018,0.832,9.928,24.971,0.525,47.935,0.786,31.976,10.5,5.5,14.011,0.574,8.0
824,ZwX1616,Human,0.517,134,124,6,1,0.5,14.811,0.43,41.174,0.869,62.0,62.0,0.468,58.0,3.5,3.5,3.536,0.357,17.714,23.478,26.5,256.352,0.592,375.203,405.633,4.55,0.77,9.458,0.757,1.261,18.489,0.28,48.667,0.868,2.927,20.667,11.0,26.583,0.511,3.75
825,ayush-sleeping,Unknown,-,4,4,1,1,1.0,8.216,0.349,13.657,0.64,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,24.647,24.647,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,4.0,4.0,0.0,0.0,0.0
826,urfreespace,Human,0.94,97,96,8,6,0.857,23.058,7.318,34.607,0.695,13.714,1.0,0.774,3.0,1.714,1.0,1.89,0.357,6.4,8.943,6.0,115.059,0.014,186.277,192.203,33.19,20.265,37.056,0.534,25.814,26.909,13.244,36.151,0.633,33.192,12.0,1.0,29.51,0.786,2.0
827,Aokromes,Human,0.771,200,181,8,5,0.278,4.127,0.591,6.296,0.715,10.056,2.0,0.747,2.0,1.833,1.0,1.383,0.338,2.382,2.903,2.0,4.148,0.0,9.709,2.397,5.702,2.083,7.302,0.651,10.542,5.266,2.083,7.061,0.662,7.736,22.625,10.0,24.905,0.539,36.5
828,gamli75,Human,0.686,179,173,8,1,0.167,12.722,0.544,32.642,0.822,28.833,9.0,0.679,8.75,3.333,3.0,2.066,0.3,4.023,7.942,3.0,37.888,0.004,170.027,6.408,13.308,2.11,23.187,0.737,15.908,13.529,0.693,38.868,0.837,9.805,21.625,5.0,35.488,0.663,13.5
829,sfoslund,Human,0.953,100,79,11,3,1.0,10.76,0.024,42.314,0.937,26.333,1.0,0.641,38.0,4.333,1.0,5.774,0.513,15.8,21.534,21.0,158.716,2.198,243.05,239.005,11.432,0.147,22.652,0.745,11.453,8.0,0.022,33.887,0.942,0.301,7.182,5.0,6.129,0.44,7.5
830,legrego,Human,0.899,100,85,11,2,0.333,5.908,0.078,19.027,0.884,14.167,7.0,0.547,2.25,3.833,3.5,2.229,0.268,4.048,5.454,3.0,17.357,0.007,44.431,0.534,6.589,0.577,15.7,0.82,5.818,7.542,0.161,22.897,0.866,4.426,7.727,4.0,8.235,0.419,3.0
831,lornasong,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
832,cheyura,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
833,randradas,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
834,kyungjoo-kim,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
835,ndeloof,Human,0.933,100,74,11,3,0.429,1.334,0.06,4.029,0.868,10.571,3.0,0.645,4.0,3.0,3.0,2.38,0.354,2.643,3.783,1.0,2.301,0.0,8.127,0.02,1.219,0.197,2.948,0.795,0.967,1.579,0.059,4.693,0.872,0.55,6.727,5.0,5.867,0.398,2.0
836,vvellanki,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
837,Niputi,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
838,mcsf,Unknown,-,6,5,5,1,1.0,0.872,0.349,1.313,0.645,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,3.486,3.486,0.0,0.0,,,0.0,0.0,,0.872,0.349,1.313,0.645,1.166,1.0,1.0,0.0,0.0,0.0
839,nadeeshaan,Unknown,-,7,7,6,2,0.667,270.519,130.041,392.187,0.653,2.333,1.0,0.381,2.0,2.0,1.0,1.732,0.333,1.75,1.5,0.75,0.052,0.0,0.104,0.052,540.968,356.131,406.324,0.307,373.464,324.59,259.922,412.717,0.584,356.095,1.167,1.0,0.408,0.119,0.0
840,caniszczyk,Human,0.921,100,93,10,8,0.444,9.099,0.044,19.893,0.794,5.167,2.5,0.599,1.75,2.167,2.0,1.249,0.298,2.447,2.39,2.0,8.534,0.0,29.765,0.001,13.861,6.814,14.608,0.555,15.417,11.146,0.428,22.346,0.766,11.694,9.3,7.0,8.499,0.388,5.5
841,seb86,Human,0.9,100,96,8,22,0.88,7.929,0.349,15.356,0.783,3.84,1.0,0.702,0.0,1.24,1.0,0.831,0.178,2.667,3.117,1.5,5.576,0.0,13.297,0.096,15.785,10.116,20.584,0.621,19.314,14.449,4.127,20.384,0.655,19.631,12.0,2.5,20.887,0.69,7.25
842,rklomp,Human,0.943,21,21,8,6,0.857,103.672,0.317,203.38,0.803,3.0,3.0,0.313,2.5,2.143,2.0,1.069,0.248,1.5,0.941,0.75,79.574,0.0,297.637,0.029,73.801,0.414,202.661,0.863,45.014,32.91,0.186,74.524,0.832,23.75,2.625,2.0,1.768,0.339,3.25
843,gengliqi,Human,0.946,100,93,11,5,0.5,3.975,0.215,25.137,0.919,9.3,8.0,0.412,8.5,3.0,2.0,2.0,0.34,1.55,1.141,1.0,0.502,0.0,2.138,0.02,5.688,0.304,31.287,0.92,1.217,4.707,0.169,28.755,0.931,0.94,8.455,6.0,9.015,0.485,4.0
844,usernamehw,Human,0.639,15,15,4,2,0.667,93.733,0.162,231.336,0.853,5.0,6.0,0.311,3.5,2.0,1.0,1.732,0.333,5.0,3.606,3.5,234.488,25.764,384.049,338.85,304.402,304.402,430.149,0.5,304.162,0.077,0.023,0.104,0.634,0.139,3.75,2.5,3.775,0.45,4.25
845,yoichiro,Human,0.955,100,88,12,4,0.571,17.096,0.061,48.195,0.875,12.571,3.0,0.614,11.0,3.0,2.0,2.708,0.354,3.52,10.324,1.0,22.872,0.0,97.515,0.063,38.149,1.389,79.083,0.803,28.384,16.241,0.043,45.452,0.866,7.887,7.333,7.0,6.199,0.398,4.25
846,mf2k,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
847,estrada9166,Human,0.877,11,11,4,3,0.75,166.032,1.891,346.887,0.808,2.75,2.0,0.386,2.75,1.5,1.0,1.0,0.25,2.75,2.363,2.75,12.474,1.127,23.47,13.601,536.807,626.866,496.523,0.406,490.359,246.452,1.835,490.457,0.747,246.159,2.75,1.5,2.872,0.432,2.25
848,arvidn,Human,0.79,100,79,9,2,0.4,2.817,0.524,5.053,0.753,15.8,3.0,0.592,19.0,3.6,2.0,3.209,0.422,3.435,3.072,3.0,4.887,0.986,7.478,6.486,4.879,2.518,6.071,0.623,8.417,2.913,0.576,4.948,0.731,3.221,8.778,8.0,4.842,0.293,5.0
849,stencila-ci,Unknown,-,4,3,3,1,1.0,0.001,0.001,0.0,0.071,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.002,0.002,0.0,0.0,,,0.0,0.0,,0.001,0.001,0.0,0.071,0.0,1.0,1.0,0.0,0.0,0.0
850,elizabeth-legros,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
851,Watermelon914,Human,0.913,100,77,8,3,0.6,12.323,0.197,27.558,0.816,15.4,11.0,0.431,1.0,3.4,2.0,2.51,0.353,2.75,3.874,1.0,24.023,0.082,64.664,2.234,9.774,0.854,16.846,0.747,15.241,11.89,0.292,27.264,0.793,15.784,9.625,9.5,5.397,0.278,4.25
852,vijayrajagopalan-hmcts,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
853,epatrizio,Human,0.952,71,67,11,6,0.75,32.815,3.804,119.807,0.819,8.375,1.0,0.677,6.25,2.5,1.0,2.976,0.475,5.154,6.026,5.0,133.845,22.759,275.996,162.142,35.483,16.042,40.468,0.58,54.8,36.451,1.988,143.96,0.866,18.745,6.091,2.0,11.077,0.627,3.0
854,phlax,Human,0.853,298,231,10,2,0.4,1.078,0.046,6.229,0.923,46.2,56.0,0.395,54.0,4.0,3.0,2.55,0.3,2.817,5.183,1.0,2.249,0.0,15.59,0.085,0.785,0.076,2.346,0.84,0.352,1.268,0.042,7.103,0.93,0.189,23.1,16.5,21.445,0.476,26.0
855,mejo-,Human,0.897,100,77,11,2,0.333,4.896,0.047,27.616,0.948,12.833,4.5,0.608,11.5,4.667,3.5,4.033,0.429,4.053,5.349,3.0,1.483,0.002,3.513,0.263,19.107,0.321,55.451,0.868,9.802,5.232,0.048,28.555,0.945,0.256,7.0,7.0,4.147,0.321,6.0
856,annafil,Human,0.951,100,84,12,4,0.5,13.587,0.119,59.315,0.928,10.5,4.0,0.613,10.5,2.875,2.0,3.044,0.44,5.6,8.433,3.5,42.413,0.2,122.494,18.871,35.108,0.402,114.515,0.901,3.381,26.302,0.209,84.979,0.895,4.052,7.0,4.5,7.299,0.476,5.25
857,HarshKhilawala,Human,0.825,37,29,7,2,0.667,45.732,0.208,234.122,0.958,9.667,11.0,0.322,7.0,3.0,3.0,1.0,0.148,4.833,5.601,7.75,5.725,0.21,9.342,8.816,249.228,0.612,553.948,0.798,4.736,138.509,0.252,413.12,0.887,0.593,4.143,1.0,5.047,0.532,5.5
858,rok,Human,0.947,100,80,8,4,0.8,4.921,0.309,14.616,0.853,16.0,1.0,0.585,33.0,2.0,1.0,1.732,0.36,1.778,1.223,2.0,2.646,0.0,10.968,0.131,6.13,0.309,18.262,0.855,3.704,6.24,0.351,17.319,0.834,5.383,10.0,3.5,14.482,0.638,10.0
859,valarauca,Unknown,-,7,7,5,6,1.0,320.493,166.534,462.423,0.645,1.167,1.0,0.119,0.0,1.167,1.0,0.408,0.119,1.167,0.408,0.0,0.203,0.0,0.496,0.0,384.348,305.779,486.531,0.575,361.245,320.493,166.534,462.423,0.645,360.112,1.4,1.0,0.894,0.229,0.0
860,dongjoon-hyun,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
861,sloede,Human,0.942,100,90,12,8,0.471,5.992,0.069,14.278,0.838,5.294,2.0,0.622,2.0,2.059,1.0,2.249,0.41,2.25,2.34,2.0,0.348,0.0,1.303,0.031,13.317,4.179,19.309,0.663,15.559,5.238,0.053,13.852,0.857,2.511,7.5,3.5,12.595,0.62,3.75
862,alculquicondor,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
863,dperaza4dustbit,Human,0.832,100,70,7,6,0.6,10.411,0.079,29.254,0.878,7.0,3.0,0.62,1.0,1.7,2.0,0.675,0.194,3.182,5.803,1.0,6.536,0.0,18.176,0.11,27.36,7.479,46.649,0.734,23.794,18.605,3.603,32.184,0.733,20.796,10.0,3.0,17.359,0.649,4.5
864,bthaile,Human,0.922,200,183,9,3,0.25,6.436,0.226,16.994,0.855,15.25,11.5,0.521,18.75,3.333,3.5,2.146,0.346,3.894,4.295,4.0,9.712,0.063,26.539,1.575,15.54,4.149,24.427,0.678,22.11,7.649,0.217,18.64,0.836,3.475,20.333,10.0,35.937,0.638,11.0
865,skinny85,Human,0.918,78,72,8,9,0.692,25.106,7.636,35.771,0.672,5.538,1.0,0.686,2.0,1.615,1.0,1.044,0.286,2.057,1.97,1.0,24.051,0.0,75.903,6.205,27.669,19.302,31.903,0.591,43.419,30.433,21.696,34.436,0.586,46.355,9.0,3.5,15.611,0.656,6.25
866,aj-fuentes,Human,0.85,252,177,9,2,0.4,12.437,0.719,41.606,0.851,35.4,16.0,0.576,19.0,3.0,2.0,2.0,0.32,4.538,7.254,4.0,21.248,0.701,37.722,24.8,35.796,3.863,82.394,0.779,24.368,22.815,2.402,61.164,0.8,21.218,19.667,6.0,29.551,0.653,20.0
867,AntoineRelief,Human,0.903,200,166,10,2,0.4,4.115,0.019,15.858,0.922,33.2,21.0,0.504,41.0,5.6,6.0,3.209,0.286,3.458,4.645,3.0,4.917,0.002,16.777,0.137,9.425,0.056,25.341,0.874,3.232,4.673,0.014,17.471,0.921,0.163,16.6,16.0,11.501,0.359,12.25
868,janryWang,Human,0.83,28,17,5,2,1.0,18.901,0.031,63.112,0.902,8.5,8.5,0.441,7.5,2.5,2.5,2.121,0.3,8.5,10.607,7.5,24.446,24.446,34.572,24.446,253.518,253.518,0.0,0.0,0.0,47.018,0.197,101.786,0.759,21.228,3.4,1.0,4.336,0.518,2.0
869,usc-m,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
870,christopherbate,Human,0.95,100,81,9,3,1.0,9.699,0.042,28.82,0.894,27.0,3.0,0.609,37.0,4.0,2.0,3.464,0.333,11.571,16.226,14.5,70.453,0.006,102.924,114.836,47.125,6.545,76.106,0.697,58.275,18.805,0.667,39.605,0.813,17.328,9.0,2.0,15.7,0.683,3.0
871,enricemcorro,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
872,filanov,Human,0.946,77,61,11,3,1.0,29.726,0.091,75.155,0.865,20.333,27.0,0.306,14.0,4.333,3.0,2.309,0.205,1.694,1.215,1.0,15.623,0.0,46.809,0.053,34.889,0.056,87.298,0.867,10.392,26.308,0.06,63.31,0.858,17.273,5.545,5.0,5.466,0.489,6.5
873,sldblog,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
874,raghuramank100,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
875,longfin,Human,0.938,52,52,8,18,0.9,26.179,0.572,58.136,0.835,2.6,1.0,0.538,0.25,1.4,1.0,0.821,0.232,1.486,1.616,0.0,2.975,0.0,10.248,0.0,36.206,0.57,68.805,0.797,30.207,34.946,0.567,70.042,0.81,20.876,6.5,3.5,7.329,0.514,4.5
876,nahk-ivanov,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
877,tgxworld,Human,0.681,299,224,9,2,0.111,2.285,0.012,12.824,0.954,12.444,1.0,0.815,4.5,2.222,1.0,2.34,0.436,4.87,8.15,3.0,2.997,0.002,11.225,0.274,8.257,0.273,26.143,0.894,1.144,2.651,0.012,13.899,0.951,0.218,24.889,24.0,13.119,0.275,14.0
878,soumikbaithalu,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
879,MackinnonBuck,Human,0.904,100,79,12,2,0.333,4.595,0.055,14.602,0.901,13.167,5.0,0.605,6.75,3.833,2.5,3.656,0.413,5.643,11.738,1.75,13.106,0.05,27.1,11.757,13.454,0.633,25.957,0.761,19.587,4.627,0.049,15.433,0.905,0.657,6.583,7.0,3.988,0.328,5.25
880,AnthonyBloomer,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
881,ewels,Human,0.929,100,88,11,6,0.429,1.413,0.035,3.548,0.852,6.286,3.5,0.555,3.0,2.714,2.0,1.978,0.368,3.385,4.382,2.0,1.375,0.006,4.872,0.479,3.488,0.88,4.945,0.678,4.567,1.973,0.154,4.102,0.802,1.789,8.0,5.0,8.718,0.496,4.0
882,abuckley3385,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
883,pradhap87,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
884,0xtimosarkar,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
