,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
559,raymondjacobson,Human,0.787,200,165,10,1,0.333,2.015,0.159,7.585,0.862,55.0,1.0,0.655,81.0,4.0,1.0,5.196,0.5,33.0,44.905,27.0,65.303,51.732,77.998,86.261,0.977,1.139,0.692,0.327,0.923,2.087,0.157,8.189,0.861,1.177,16.5,18.0,10.997,0.345,12.5
560,DerekNonGeneric,,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
561,BigPandaToo,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
562,cynthn,Unknown,-,6,6,4,5,0.833,369.972,262.176,481.29,0.569,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,369.972,262.176,481.29,0.569,229.654,369.972,262.176,481.29,0.569,229.654,1.5,1.5,0.577,0.167,1.0
563,ligi,Human,0.886,100,76,10,17,0.944,1.05,0.051,2.296,0.797,4.222,1.0,0.697,0.0,1.389,1.0,1.195,0.251,2.0,1.375,1.75,0.658,0.0,2.21,0.015,1.453,0.335,2.621,0.729,1.664,1.072,0.044,2.37,0.807,1.09,7.6,2.5,9.107,0.561,10.25
564,unaizorrilla,Human,0.667,21,19,7,1,0.5,18.196,0.057,50.384,0.887,9.5,9.5,0.289,5.5,4.5,4.5,0.707,0.056,9.5,7.778,5.5,70.139,70.139,99.091,70.068,187.244,187.244,0.0,0.0,0.0,21.81,0.059,54.76,0.866,0.183,2.714,3.0,1.89,0.346,2.5
565,dgasmith,Human,0.946,63,53,10,4,1.0,36.629,0.057,188.105,0.959,13.25,4.5,0.608,12.75,3.0,1.0,4.0,0.5,3.312,4.771,2.0,115.711,0.057,443.332,0.212,3.554,0.042,12.18,0.904,0.383,57.701,0.094,238.602,0.942,0.661,5.3,3.5,6.129,0.462,1.75
566,LuboTerifaj,Human,0.883,13,11,7,2,1.0,148.544,9.589,277.976,0.763,5.5,5.5,0.227,2.5,3.5,3.5,2.121,0.214,2.2,1.643,1.0,277.552,16.046,372.888,673.655,24.42,0.156,48.624,0.748,24.395,148.544,9.589,277.976,0.763,78.287,1.571,2.0,0.535,0.156,1.0
567,agiudiceandrea,Human,0.92,100,97,11,6,0.545,4.63,1.166,8.421,0.724,8.818,4.0,0.596,3.5,2.636,2.0,1.629,0.313,1.902,1.836,1.0,2.926,0.0,10.167,0.505,5.906,2.49,9.974,0.676,5.865,3.897,0.756,7.394,0.735,3.92,8.818,6.0,11.321,0.523,5.0
568,mlchung,Bot,0.259,25,17,3,1,1.0,12.136,0.186,24.076,0.796,17.0,17.0,0.0,0.0,3.0,3.0,0.0,0.0,17.0,0.0,0.0,194.174,194.174,0.0,0.0,,,0.0,0.0,,24.637,7.739,32.689,0.63,42.78,5.667,3.0,4.619,0.314,4.0
569,khancyr,Human,0.912,100,78,8,3,0.333,16.197,0.035,51.149,0.901,8.667,3.0,0.567,11.0,2.444,2.0,1.878,0.343,2.438,2.078,2.0,12.559,0.0,62.944,0.611,27.268,0.132,62.574,0.821,22.524,16.895,0.033,53.38,0.894,1.464,9.75,8.5,5.471,0.276,4.75
570,suse-cf-ci-bot,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
571,tiagoevanp,Human,0.665,87,79,7,1,0.5,26.847,0.234,84.674,0.887,39.5,39.5,0.323,25.5,6.5,6.5,0.707,0.038,15.8,16.589,4.0,348.187,12.414,673.001,165.685,88.289,22.325,146.891,0.656,80.102,31.962,0.323,90.811,0.874,11.422,11.286,7.0,12.5,0.492,7.5
572,deraw,Human,0.787,12,12,2,12,1.0,123.776,60.114,138.195,0.571,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,123.776,60.114,138.195,0.571,208.116,31.16,31.16,40.946,0.465,28.953,6.0,6.0,7.071,0.417,5.0
573,bdougie,Human,0.956,100,91,12,4,0.444,15.119,0.475,55.558,0.892,10.111,1.0,0.681,8.0,2.778,1.0,2.949,0.453,3.033,3.837,2.0,6.761,0.0,17.621,1.085,39.926,3.086,93.38,0.811,22.389,15.618,0.421,58.778,0.9,3.043,7.583,6.0,6.515,0.442,7.25
574,jackton1,Human,0.865,100,76,9,2,0.222,4.298,0.012,10.558,0.861,8.444,8.0,0.415,9.0,3.667,3.0,2.693,0.37,6.333,6.329,6.75,8.308,0.012,28.45,0.192,20.243,20.15,15.608,0.411,18.771,3.66,0.007,10.211,0.885,0.147,8.444,5.0,7.986,0.459,10.0
575,hunterlong,Unknown,-,2,2,1,2,1.0,138.084,138.084,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,138.084,138.084,0.0,0.0,0.0,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
576,emersonknapp,Human,0.958,26,21,11,6,0.75,63.6,0.753,153.54,0.848,2.625,2.5,0.315,3.0,2.25,2.0,1.488,0.319,2.625,1.598,3.0,4.96,0.648,7.077,9.39,176.044,99.003,227.804,0.612,232.061,73.129,0.191,165.355,0.836,18.92,1.909,2.0,0.944,0.251,2.0
577,hoyosjs,Human,0.907,100,78,10,3,0.429,6.854,0.148,14.439,0.802,11.143,6.0,0.509,16.5,4.143,3.0,2.854,0.355,2.229,2.745,1.0,6.722,0.0,19.703,0.007,8.603,1.567,14.505,0.723,11.12,6.468,0.105,13.777,0.799,7.792,7.8,8.0,4.211,0.279,4.25
578,RyanHill-MSFT,Unknown,-,5,5,3,2,0.667,300.352,374.039,203.888,0.288,1.667,1.0,0.267,1.0,1.333,1.0,0.577,0.167,1.667,1.155,1.0,151.11,0.0,261.73,226.665,374.039,374.039,16.25,0.015,11.49,300.352,374.039,203.888,0.288,130.553,1.667,1.0,1.155,0.267,1.0
579,calebjihe,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
580,carpenike,Human,0.948,200,183,9,4,0.571,6.421,0.075,56.705,0.974,26.143,1.0,0.69,42.5,2.286,1.0,2.215,0.411,14.077,17.061,23.0,32.844,0.5,91.889,21.768,61.802,0.109,212.092,0.914,1.029,0.948,0.124,2.279,0.776,1.034,20.333,3.0,48.166,0.784,3.0
581,mgansler,Bot,0.732,178,177,5,1,1.0,12.525,1.816,26.619,0.786,177.0,177.0,0.0,0.0,5.0,5.0,0.0,0.0,177.0,0.0,0.0,2204.322,2204.322,0.0,0.0,,,0.0,0.0,,14.835,2.604,33.129,0.784,11.488,35.4,31.0,41.259,0.524,24.0
582,nelsonjchen,Human,0.922,100,96,11,21,0.724,14.163,6.192,19.359,0.65,3.31,1.0,0.601,1.0,1.414,1.0,0.825,0.237,1.433,0.763,1.0,3.34,0.0,11.212,0.021,16.995,10.848,20.469,0.585,19.821,15.488,10.241,20.302,0.613,17.959,8.727,3.0,13.632,0.598,5.0
583,cabanier,Human,0.947,100,87,11,3,0.214,10.006,0.307,24.522,0.831,6.214,4.5,0.472,4.5,2.857,2.5,2.07,0.368,2.071,1.536,1.0,3.85,0.003,9.031,0.759,17.045,1.133,33.625,0.792,18.578,10.598,0.247,26.356,0.837,4.006,7.909,7.0,6.284,0.42,8.5
584,mdamien,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
585,rmistry,Unknown,-,7,4,2,1,1.0,0.02,0.016,0.012,0.25,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.059,0.059,0.0,0.0,,,0.0,0.0,,0.011,0.011,0.0,0.0,0.0,2.0,2.0,1.414,0.25,1.0
586,thoughtpolice,Human,0.953,100,87,10,5,0.625,8.22,0.107,22.004,0.849,10.875,5.0,0.579,16.0,2.375,1.0,2.774,0.454,3.222,2.651,4.5,6.878,0.001,23.258,0.421,20.047,2.718,33.481,0.734,25.254,13.43,0.314,28.466,0.82,7.359,8.7,3.5,13.098,0.583,2.75
587,casswedson,Human,0.923,52,52,8,10,0.588,40.078,5.119,78.171,0.776,3.059,1.0,0.611,0.0,1.294,1.0,0.849,0.203,1.733,1.799,0.75,52.296,0.0,255.789,0.066,16.382,1.484,29.201,0.754,21.291,18.836,1.484,31.011,0.728,25.2,6.5,3.0,7.856,0.534,4.0
588,MrFreezeex,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
589,JLDLaughlin,Human,0.16,90,79,3,2,1.0,24.026,0.05,93.103,0.927,39.5,39.5,0.475,37.5,2.0,2.0,1.414,0.25,26.333,42.147,36.5,545.284,0.032,944.421,817.898,119.095,119.095,147.571,0.438,104.348,48.082,0.276,83.289,0.76,71.862,26.333,13.0,23.965,0.354,21.0
590,heschi,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
591,prashjha,Human,0.857,69,68,6,3,0.5,27.453,0.031,75.534,0.892,11.333,3.0,0.637,11.25,1.5,1.0,1.225,0.278,4.857,6.249,5.5,34.464,0.0,91.391,0.251,104.374,33.095,124.802,0.609,193.058,113.055,53.93,126.185,0.577,185.686,11.333,1.5,17.512,0.662,13.75
592,jeanpsv,Human,0.651,19,19,4,2,0.5,69.025,0.399,208.662,0.88,4.75,3.5,0.461,6.25,2.0,2.0,1.155,0.25,4.75,4.787,6.25,11.72,0.6,22.646,12.32,398.524,287.934,417.552,0.453,406.42,170.957,0.711,321.605,0.671,167.457,4.75,2.0,6.185,0.513,3.25
593,laurentiustanvitagroup,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
594,dantavori,Human,0.734,277,230,8,1,0.25,8.901,0.124,22.056,0.845,57.5,17.5,0.637,65.5,4.25,3.5,2.63,0.279,8.519,28.388,2.0,55.648,0.006,237.067,0.284,20.607,5.184,37.518,0.706,20.386,11.173,0.357,24.446,0.809,17.118,28.75,20.0,31.838,0.516,23.5
595,pmusaraj,,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
596,LawnGnome,Human,0.954,81,64,13,4,0.364,34.529,0.091,81.867,0.847,5.818,1.0,0.685,2.0,2.182,1.0,2.359,0.409,1.829,1.706,1.0,10.346,0.0,33.93,0.04,53.33,0.24,103.195,0.787,61.892,32.737,0.083,85.299,0.873,0.905,4.923,6.0,3.303,0.358,6.0
597,okurz,Human,0.918,100,84,9,3,0.429,1.991,0.022,6.229,0.9,12.0,4.0,0.656,6.0,3.143,3.0,1.773,0.286,2.71,3.734,1.5,1.518,0.0,4.478,0.008,3.94,0.129,9.177,0.842,0.698,2.423,0.022,7.144,0.894,0.386,9.333,5.0,11.38,0.545,6.0
598,kbeeperez,Bot,0.233,31,31,3,1,0.5,1.774,0.318,4.546,0.801,15.5,15.5,0.468,14.5,2.0,2.0,1.414,0.25,10.333,11.372,11.0,10.952,3.052,16.397,14.902,10.179,10.179,11.381,0.395,8.048,0.789,0.789,1.115,0.0,0.789,10.333,1.0,16.166,0.602,14.0
599,dustymc,Bot,0.745,256,238,5,1,0.333,2.352,0.295,7.224,0.827,79.333,39.0,0.496,88.5,2.667,3.0,1.528,0.25,4.327,6.995,3.5,8.035,0.676,20.558,3.822,2.141,0.607,4.163,0.744,1.482,2.562,0.541,7.547,0.797,1.287,47.6,33.0,59.201,0.553,33.0
600,ShMcK,Unknown,-,8,8,2,8,1.0,168.714,102.061,147.611,0.444,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,168.714,102.061,147.611,0.444,257.101,309.43,309.43,44.055,0.05,31.151,4.0,4.0,4.243,0.375,3.0
601,cshung,Human,0.911,100,81,9,3,0.429,6.232,0.201,15.814,0.852,11.571,2.0,0.638,14.5,2.286,2.0,1.38,0.286,2.132,2.743,1.0,2.802,0.0,7.773,0.729,10.597,0.642,21.819,0.811,4.644,7.343,0.587,16.734,0.821,4.086,9.0,5.0,10.805,0.521,4.0
602,silenceshell,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
603,mfpierre,Human,0.949,28,26,8,3,1.0,65.965,18.447,122.742,0.729,8.667,1.0,0.59,11.5,3.0,1.0,3.464,0.444,6.5,11.0,5.5,263.165,0.0,526.331,263.165,198.821,74.78,259.268,0.527,235.966,74.788,24.875,132.276,0.721,74.6,3.25,2.5,2.915,0.394,1.5
604,becw,Human,0.756,40,30,7,1,0.5,13.425,0.009,39.671,0.899,15.0,15.0,0.033,1.0,5.5,5.5,2.121,0.136,5.0,2.191,1.5,33.554,2.668,67.169,21.099,37.601,1.887,59.647,0.688,48.252,8.986,0.007,32.242,0.922,0.37,4.286,2.0,3.498,0.39,6.5
605,xwjiang2010,Human,0.941,67,56,8,3,1.0,8.754,0.232,24.554,0.864,18.667,25.0,0.25,10.5,4.333,5.0,2.082,0.205,5.091,4.437,4.0,15.708,3.016,29.266,14.64,30.866,11.944,47.996,0.689,29.711,13.136,0.976,31.121,0.816,11.044,7.0,3.5,6.164,0.433,8.5
606,jsgf,Human,0.906,30,29,8,5,0.625,24.696,0.07,58.258,0.852,3.625,3.0,0.272,2.25,2.375,2.0,1.188,0.257,1.526,0.964,1.0,0.735,0.0,3.157,0.012,37.641,0.308,69.884,0.778,14.869,35.644,0.241,68.471,0.79,10.528,3.625,3.5,2.504,0.323,1.5
607,iseeyuan,Human,0.945,100,92,10,3,0.333,15.193,0.727,30.607,0.781,10.222,5.0,0.534,13.0,3.0,2.0,2.345,0.387,3.407,3.925,3.0,24.521,0.011,49.931,22.934,27.713,17.762,40.81,0.668,27.015,18.326,0.794,34.096,0.767,20.858,9.2,6.5,10.706,0.517,9.5
608,treysis,Human,0.315,162,162,6,6,0.857,12.227,0.003,72.565,0.973,23.143,4.0,0.683,27.0,1.714,1.0,1.113,0.286,4.378,7.736,1.0,2.363,0.0,10.354,0.008,52.251,0.027,147.942,0.895,0.094,5.205,0.004,46.894,0.987,0.005,27.0,31.5,23.255,0.416,42.25
609,lluiscampos,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
610,SamuelMarks,Human,0.875,100,97,12,29,0.592,6.522,3.166,7.625,0.606,1.98,1.0,0.401,1.0,1.347,1.0,0.631,0.2,1.329,0.783,0.0,1.458,0.0,5.253,0.0,7.218,4.341,7.835,0.581,12.489,6.736,3.746,7.297,0.58,12.27,8.083,3.5,12.041,0.588,5.75
611,maya-r,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
612,devversion,Human,0.774,100,79,11,2,0.667,0.55,0.005,2.27,0.922,26.333,13.0,0.489,29.0,5.0,3.0,3.464,0.267,3.038,3.435,2.0,0.055,0.0,0.138,0.023,1.659,0.115,3.827,0.825,1.111,0.416,0.005,1.811,0.927,0.048,7.182,4.0,8.931,0.534,3.5
613,samsondav,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
614,kant2002,Human,0.892,100,100,11,11,0.5,4.797,0.759,10.711,0.774,4.545,3.5,0.455,4.5,2.0,2.0,1.069,0.281,1.754,1.467,1.0,1.137,0.0,3.865,0.042,7.324,2.0,13.484,0.71,9.872,4.747,0.749,8.256,0.733,6.882,9.091,5.0,11.614,0.524,6.5
615,stevie-mayhew,Unknown,-,2,2,1,2,1.0,18.203,18.203,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.203,18.203,0.0,0.0,0.0,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
616,emargolis,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
617,xmonader,Human,0.946,100,84,11,6,0.316,4.102,0.051,11.813,0.875,4.421,2.0,0.584,2.5,2.211,1.0,1.96,0.393,2.049,1.91,1.0,0.65,0.0,2.695,0.029,7.846,0.642,16.078,0.791,6.992,6.666,0.438,14.805,0.815,4.807,7.636,4.0,7.762,0.489,8.0
618,VincentLanglet,Human,0.942,100,89,11,8,0.615,2.461,0.103,5.313,0.826,6.846,3.0,0.572,3.0,2.308,2.0,2.057,0.39,2.023,2.397,1.0,2.121,0.0,10.288,0.048,2.866,0.121,5.564,0.796,2.538,2.002,0.098,4.754,0.846,0.719,8.091,8.0,6.534,0.421,8.0
619,fuzzmz,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
620,rxumoz,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
621,AlonaKaplan,Human,0.673,88,70,7,2,0.5,26.66,0.521,66.304,0.831,17.5,2.5,0.686,18.0,2.0,1.5,1.414,0.312,7.778,12.296,5.0,194.345,0.0,455.616,166.246,11.302,0.561,25.122,0.809,4.606,24.259,1.706,43.571,0.767,23.853,10.0,2.0,15.275,0.657,11.5
622,bartelink,Human,0.955,100,75,13,10,0.714,16.256,0.212,40.433,0.856,5.357,3.0,0.523,7.0,2.286,1.5,1.939,0.388,2.679,2.932,2.0,2.35,0.0,6.086,0.308,42.116,16.941,58.862,0.668,59.119,25.534,0.956,50.293,0.796,22.546,5.769,3.0,6.585,0.542,7.0
623,81Denton,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
624,erbr-ot,Human,0.856,54,45,7,2,1.0,31.664,0.033,73.825,0.852,22.5,22.5,0.033,1.5,3.5,3.5,2.121,0.214,1.957,1.918,1.0,19.935,0.0,68.017,0.012,42.486,0.063,88.56,0.813,26.163,34.629,0.032,81.343,0.847,20.04,6.429,4.0,5.35,0.4,4.5
625,shendy-a8c,Human,0.708,45,44,8,1,1.0,43.93,0.176,140.256,0.896,44.0,44.0,0.0,0.0,8.0,8.0,0.0,0.0,44.0,0.0,0.0,1889.002,1889.002,0.0,0.0,,,0.0,0.0,,55.368,0.13,176.906,0.897,11.477,5.5,3.5,7.616,0.534,2.5
626,Lassulus,Human,0.896,100,73,10,8,0.5,7.758,1.484,12.784,0.717,4.562,2.5,0.542,3.5,1.938,1.5,1.289,0.317,1.521,1.22,1.0,2.237,0.0,7.513,0.0,9.601,2.85,14.21,0.668,13.199,8.091,2.075,12.98,0.696,12.679,7.3,4.0,8.551,0.508,2.75
627,robmadole,Human,0.94,58,47,10,3,0.333,43.915,5.703,69.499,0.708,5.222,3.0,0.506,1.0,2.111,2.0,1.364,0.316,2.474,1.541,2.0,57.381,1.239,91.75,100.281,51.658,14.296,86.112,0.694,64.17,41.799,5.703,74.47,0.734,49.298,4.7,1.5,5.638,0.555,5.25
628,stash-196,Human,0.804,18,18,4,3,0.75,125.558,17.983,201.191,0.727,4.5,2.0,0.5,3.0,1.75,2.0,0.5,0.107,2.571,3.735,0.5,140.831,0.0,372.603,0.002,191.446,81.397,239.007,0.59,331.361,170.292,74.445,225.23,0.615,241.078,4.5,2.5,5.066,0.472,3.5
629,smoogipoo,Human,0.915,100,84,10,4,0.333,1.123,0.113,3.107,0.845,7.0,3.5,0.635,4.25,2.333,1.5,1.723,0.363,2.211,1.919,2.0,0.763,0.0,2.989,0.183,1.737,0.337,3.482,0.78,0.631,1.088,0.111,2.819,0.841,0.474,8.4,7.5,4.326,0.262,2.75
630,vanillagorillaa,Human,0.913,20,16,7,2,0.667,136.809,3.084,239.652,0.762,5.333,4.0,0.417,5.0,2.667,2.0,2.082,0.333,2.286,2.138,1.0,169.55,0.008,444.508,4.637,144.213,46.523,232.354,0.692,152.65,104.243,3.084,217.035,0.794,89.835,2.286,1.0,1.704,0.357,2.5
631,pihme,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
632,melissawm,Human,0.927,100,92,11,10,0.5,3.576,0.079,14.136,0.915,4.6,2.0,0.571,4.0,2.0,2.0,1.298,0.31,1.804,1.296,1.0,0.335,0.0,1.152,0.058,6.166,0.193,18.727,0.881,1.072,4.572,0.065,16.791,0.909,0.497,8.364,5.0,9.179,0.494,6.0
633,nanaya,Human,0.911,100,94,8,6,0.857,2.387,0.27,7.633,0.854,13.429,2.0,0.657,20.0,1.857,1.0,1.464,0.33,1.774,1.66,1.0,1.117,0.0,3.871,0.087,3.132,0.172,9.525,0.865,1.063,3.065,0.332,8.77,0.847,1.214,11.75,10.5,10.846,0.465,13.75
634,jds2001,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
635,rossbar,Human,0.924,100,84,9,9,0.5,6.248,0.252,15.067,0.839,4.667,1.5,0.582,4.5,1.833,1.0,1.543,0.345,1.474,0.804,1.0,2.137,0.0,10.214,0.012,7.086,0.46,15.394,0.809,7.236,4.875,0.157,13.238,0.847,2.74,9.333,4.0,12.56,0.492,3.0
636,MatthewFlamm,Human,0.926,100,75,10,4,0.667,9.377,0.244,18.27,0.779,12.5,6.0,0.611,7.5,2.833,2.0,3.061,0.422,5.357,6.109,5.0,32.108,0.19,46.878,45.856,18.8,11.141,28.0,0.594,8.981,8.466,0.125,18.498,0.802,9.295,7.5,8.5,3.24,0.228,5.0
637,morusn,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
638,murray-stripe,Bot,0.875,27,27,1,1,1.0,36.45,0.519,106.063,0.879,27.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,27.0,0.0,0.0,947.689,947.689,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,27.0,27.0,0.0,0.0,0.0
639,osschar,Human,0.943,82,71,8,6,0.857,29.447,0.961,65.062,0.819,10.143,10.0,0.354,9.0,3.286,3.0,1.799,0.286,2.219,1.641,2.0,8.965,0.003,22.841,4.05,57.24,7.985,89.699,0.72,84.343,36.013,0.963,75.635,0.811,22.425,8.875,6.5,8.34,0.477,11.0
640,chingor13,Human,0.904,100,86,11,2,0.25,3.603,0.032,11.624,0.894,10.75,8.0,0.427,10.75,4.75,5.0,2.493,0.27,4.778,4.882,4.5,5.561,0.461,16.417,2.04,12.129,2.49,18.091,0.666,19.774,3.61,0.026,12.196,0.907,0.264,7.818,6.0,7.346,0.48,8.5
641,debnathshoham,Unknown,-,6,6,3,5,0.833,181.059,111.623,229.78,0.593,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,181.059,111.623,229.78,0.593,239.458,120.378,120.378,169.329,0.497,119.733,2.0,1.0,1.732,0.333,1.5
642,ocfnash,Human,0.795,100,83,6,3,1.0,4.314,0.042,9.534,0.84,27.667,11.0,0.45,28.0,3.667,3.0,2.082,0.242,5.533,10.169,2.5,15.893,0.029,39.773,1.018,8.242,1.391,12.947,0.714,10.929,6.281,0.099,11.51,0.786,7.846,13.833,9.0,12.671,0.428,12.0
643,alex-kovoy,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
644,jordanschalm,Human,0.956,100,87,10,3,0.429,7.863,0.149,30.636,0.906,12.429,1.0,0.581,23.5,2.429,1.0,1.988,0.387,5.438,6.314,6.0,24.041,0.823,67.593,19.727,19.435,1.983,33.923,0.743,18.179,13.51,0.153,41.108,0.876,3.257,8.7,2.0,11.767,0.603,8.75
645,SARAN-thala,Bot,0.829,27,27,3,1,0.25,36.842,0.001,103.921,0.886,6.75,6.0,0.25,2.25,3.0,3.0,0.0,0.0,3.857,1.464,1.5,47.912,0.001,81.823,83.705,103.751,0.103,192.07,0.755,108.355,36.842,0.001,103.921,0.886,0.06,9.0,9.0,0.0,0.0,0.0
646,kristoferbaxter,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
647,calebmshafer,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
648,kjacque,Human,0.849,100,81,7,2,1.0,4.198,0.079,11.919,0.874,40.5,40.5,0.475,38.5,4.5,4.5,3.536,0.278,27.0,36.592,33.5,96.18,8.22,159.467,140.097,23.631,23.631,33.198,0.497,23.475,6.777,0.156,15.856,0.834,3.9,11.571,6.0,16.185,0.586,8.5
649,flar,Human,0.891,100,87,10,2,0.5,7.736,0.396,27.497,0.875,21.75,14.5,0.497,17.75,2.5,2.0,1.732,0.3,2.559,3.249,2.0,3.91,0.0,14.654,0.324,16.13,2.331,42.073,0.818,11.104,12.455,1.106,36.495,0.841,7.904,8.7,6.0,8.525,0.475,8.25
650,dankenigsberg,Human,0.799,200,141,8,2,0.5,6.573,0.29,13.602,0.799,35.25,34.0,0.438,43.25,3.0,3.0,1.633,0.25,3.133,4.595,2.0,9.608,0.028,20.7,5.707,11.087,4.004,16.687,0.667,17.501,9.162,1.402,15.011,0.713,15.786,17.625,7.5,28.294,0.623,8.25
651,justinkambic,Human,0.942,100,87,10,3,0.6,6.103,0.3,15.367,0.846,17.4,3.0,0.547,33.0,2.8,2.0,1.924,0.314,2.231,2.17,1.0,9.965,0.0,24.409,1.143,3.586,0.417,7.295,0.791,2.063,4.54,0.43,9.268,0.797,2.115,8.7,4.5,12.632,0.608,7.5
652,vdimir,Human,0.884,100,91,10,2,0.5,3.468,0.257,9.482,0.841,22.75,2.5,0.695,21.75,3.25,1.0,4.5,0.519,13.0,12.207,15.0,35.74,23.461,48.663,30.743,10.327,2.51,19.227,0.711,4.549,2.957,0.137,9.348,0.864,1.142,9.1,5.0,13.585,0.551,4.25
