,contributor,type,confidence,events,NA,NT,NOR,ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,NAR_mean,NAR_median,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NCAR_mean,NCAR_std,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR
762,lanodan,Human,0.863,45,45,7,6,0.75,49.661,31.272,54.305,0.569,5.625,1.5,0.669,1.75,1.5,1.5,0.535,0.167,2.045,2.011,1.0,67.804,0.0,117.049,129.336,33.019,0.354,44.468,0.653,57.951,30.481,9.561,42.154,0.664,43.881,6.429,2.0,9.778,0.61,5.0
763,alex-hunt-materialize,Human,0.881,98,86,9,2,0.5,18.643,0.13,46.292,0.844,21.5,15.0,0.471,17.5,4.5,5.0,1.915,0.194,3.583,3.175,4.0,29.112,0.085,59.875,19.942,38.52,17.039,69.692,0.733,36.165,27.06,0.52,55.45,0.791,24.621,9.556,7.0,8.876,0.421,4.0
764,gchhablani,Human,0.958,100,88,11,8,0.667,11.662,0.151,35.523,0.891,7.333,2.5,0.58,8.5,2.0,1.0,1.758,0.382,2.095,1.778,1.0,2.745,0.0,9.282,0.59,21.933,0.286,49.202,0.828,9.81,16.95,0.168,47.066,0.881,5.986,8.0,3.0,17.68,0.707,4.0
765,sviswa7,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
766,reylejano,Human,0.953,100,93,12,4,0.4,14.899,0.053,39.305,0.87,9.3,3.0,0.691,1.5,2.4,1.5,2.459,0.417,4.65,6.483,3.5,26.168,0.036,58.756,5.573,44.598,20.849,60.284,0.631,55.226,27.769,1.661,55.156,0.787,20.76,7.75,2.5,15.178,0.673,5.0
767,gotjosh,Human,0.91,100,79,8,2,1.0,4.287,0.091,17.677,0.922,39.5,39.5,0.487,38.5,4.5,4.5,4.95,0.389,26.333,22.745,22.0,64.893,51.858,72.297,71.411,69.866,69.866,95.769,0.485,67.719,3.192,0.091,10.517,0.899,0.474,9.875,9.0,7.717,0.394,8.25
768,sbrunner,Human,0.863,100,74,12,3,0.429,0.304,0.033,1.614,0.908,10.571,5.0,0.475,14.5,3.571,3.0,1.813,0.263,2.056,4.147,1.0,0.522,0.0,2.986,0.003,0.096,0.066,0.104,0.498,0.052,0.709,0.034,2.632,0.917,0.066,6.167,3.0,9.543,0.599,1.25
769,nickschot,Human,0.721,45,41,7,1,0.5,46.879,0.095,136.88,0.898,20.5,20.5,0.476,19.5,4.0,4.0,4.243,0.375,20.5,27.577,19.5,840.526,840.526,1188.683,840.526,194.114,194.114,0.0,0.0,0.0,66.908,0.057,166.957,0.863,0.438,5.857,4.0,5.843,0.355,0.0
770,sperlingxx,Unknown,-,2,2,2,2,1.0,742.317,742.317,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,742.317,742.317,0.0,0.0,0.0,742.317,742.317,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
771,Pranshu321,Human,0.712,10,10,4,2,0.5,190.873,0.124,439.49,0.835,2.5,2.5,0.25,1.5,2.0,2.0,1.155,0.25,2.5,1.291,1.5,0.448,0.14,0.72,0.565,572.022,401.285,667.635,0.506,651.055,245.392,1.499,491.864,0.787,203.729,2.5,2.0,1.732,0.3,1.0
772,dmitmel,Unknown,-,8,8,1,8,1.0,193.268,100.183,213.475,0.552,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,193.268,100.183,213.475,0.552,301.675,,,0.0,0.0,,8.0,8.0,0.0,0.0,0.0
773,slimsag,Human,0.937,200,151,15,7,0.184,5.968,0.043,16.588,0.883,3.974,2.0,0.578,2.0,2.053,2.0,1.488,0.312,1.961,1.916,1.0,3.531,0.0,19.028,0.012,8.202,0.052,20.736,0.866,1.879,8.859,0.049,20.206,0.841,3.185,10.067,4.0,16.215,0.644,7.5
774,alzimmermsft,Human,0.926,200,178,11,3,1.0,1.656,0.008,10.091,0.954,59.333,70.0,0.375,50.0,4.0,3.0,3.606,0.389,2.738,8.136,1.0,1.965,0.0,14.16,0.024,2.583,0.129,8.847,0.886,0.892,3.494,0.129,14.65,0.915,0.835,16.182,11.0,21.075,0.541,14.0
775,sriumcp,Unknown,-,3,3,1,2,1.0,61.906,61.906,52.536,0.3,1.5,1.5,0.167,0.5,1.0,1.0,0.0,0.0,1.5,0.707,0.5,12.379,12.379,17.506,12.379,99.054,99.054,0.0,0.0,0.0,,,0.0,0.0,,3.0,3.0,0.0,0.0,0.0
776,johnnycrich,Human,0.917,52,46,6,3,0.75,38.529,0.152,99.151,0.862,11.5,1.5,0.674,11.0,2.25,1.5,1.893,0.361,9.2,13.293,9.0,171.62,0.0,291.354,185.483,218.931,170.285,224.688,0.458,137.419,42.886,0.177,109.149,0.851,15.429,7.667,5.5,7.174,0.435,6.25
777,TwistedTwigleg,Unknown,-,2,2,1,1,1.0,147.114,147.114,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,147.114,147.114,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
778,austinmroczek,Human,0.903,82,74,9,3,0.375,21.256,0.113,91.087,0.935,9.25,3.5,0.578,9.25,2.25,2.0,1.035,0.236,1.85,1.578,1.0,6.845,0.0,30.708,0.08,32.767,0.185,120.402,0.922,3.198,25.366,0.104,108.147,0.935,2.282,8.222,5.0,11.956,0.583,7.0
779,MrPetovan,Human,0.604,46,33,9,1,1.0,6.204,0.037,33.299,0.961,33.0,33.0,0.0,0.0,9.0,9.0,0.0,0.0,33.0,0.0,0.0,198.527,198.527,0.0,0.0,,,0.0,0.0,,0.425,0.038,1.405,0.866,0.089,3.667,2.0,4.472,0.498,3.0
780,dokmic,Human,0.941,30,28,7,3,0.75,72.723,1.616,175.111,0.827,7.0,5.5,0.321,5.0,2.5,2.5,1.291,0.25,1.867,1.598,1.0,11.05,0.0,35.883,1.333,128.411,38.611,230.298,0.73,126.487,116.896,9.327,218.579,0.748,137.965,4.0,2.0,5.416,0.541,2.5
781,liamengland1,Human,0.887,90,86,7,63,0.94,18.603,0.243,42.596,0.824,1.284,1.0,0.215,0.0,1.09,1.0,0.621,0.081,1.194,0.914,0.0,0.652,0.0,5.42,0.0,21.61,0.453,45.758,0.801,22.755,38.079,15.802,64.179,0.709,49.334,12.286,3.0,23.005,0.691,5.0
782,evereq,Human,0.896,100,72,9,7,0.467,2.382,0.011,7.135,0.898,4.8,1.0,0.694,0.0,1.667,1.0,1.759,0.347,2.88,3.789,2.0,0.064,0.0,0.245,0.015,6.98,0.528,11.025,0.72,11.586,1.431,0.005,5.004,0.915,0.28,8.0,6.0,5.723,0.355,5.0
783,hexagonal-sun,Bot,0.477,39,39,3,1,1.0,39.45,13.033,56.84,0.665,39.0,39.0,0.0,0.0,3.0,3.0,0.0,0.0,39.0,0.0,0.0,1499.085,1499.085,0.0,0.0,,,0.0,0.0,,0.809,0.809,1.145,0.0,0.809,13.0,1.0,20.785,0.615,18.0
784,dhiaayachi,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
785,kangwon-naver,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
786,maxwelldb,Human,0.803,100,72,8,2,1.0,4.704,0.017,24.189,0.956,36.0,36.0,0.278,20.0,4.0,4.0,1.414,0.125,3.429,3.668,3.0,3.305,0.003,10.491,0.352,13.23,0.023,44.5,0.918,0.195,10.386,0.111,35.503,0.908,1.231,9.0,7.0,8.896,0.455,5.5
787,esmelusina,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
788,gabek,Human,0.933,200,185,11,3,0.75,2.267,0.016,6.101,0.882,46.25,46.0,0.464,83.25,4.0,3.0,3.464,0.375,11.562,17.053,14.5,22.19,0.492,42.627,32.272,4.144,1.273,6.24,0.685,5.507,4.126,0.111,7.132,0.763,5.054,16.818,4.0,28.039,0.683,17.0
789,mpeterz,Human,0.521,17,17,4,2,1.0,21.458,0.465,37.943,0.765,8.5,8.5,0.206,3.5,2.0,2.0,1.414,0.25,2.833,2.229,1.75,29.71,0.44,68.966,5.468,33.012,21.076,41.43,0.589,44.191,33.012,21.076,41.43,0.589,44.191,4.25,2.0,5.252,0.515,4.25
790,Platonn,Human,0.945,100,83,10,5,0.833,2.257,0.154,7.485,0.876,13.833,6.0,0.649,9.5,3.0,2.0,2.683,0.407,3.952,7.953,1.0,2.52,0.0,7.576,0.006,6.606,0.464,13.516,0.774,6.141,2.45,0.149,8.066,0.878,0.686,8.3,7.0,8.447,0.461,7.0
791,shrinish123,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
792,florine2623,Human,0.621,114,89,7,2,0.222,5.795,0.435,18.044,0.865,9.889,2.0,0.774,1.0,1.667,1.0,1.658,0.341,4.045,5.385,5.0,19.781,0.0,40.047,22.669,3.561,0.677,6.889,0.762,2.158,6.29,0.517,19.723,0.86,2.02,12.714,16.0,9.759,0.392,15.0
793,camdencheek,Human,0.953,100,81,13,4,0.364,16.818,0.205,34.838,0.816,7.364,4.0,0.536,5.5,2.909,2.0,2.119,0.358,3.375,4.02,3.5,22.714,0.0,92.211,0.427,34.795,16.738,47.827,0.649,38.029,16.416,0.117,37.363,0.844,4.357,6.231,2.0,8.084,0.581,6.0
794,rdfurman,Unknown,-,4,4,3,2,1.0,348.403,96.65,521.991,0.605,2.0,2.0,0.0,0.0,1.5,1.5,0.707,0.167,2.0,0.0,0.0,48.325,48.325,68.341,48.325,948.558,948.558,0.0,0.0,0.0,474.279,474.279,670.731,0.5,474.279,1.333,1.0,0.577,0.167,0.5
795,OmerBenGera,Human,0.84,200,173,10,1,0.111,5.833,0.033,19.804,0.902,19.222,9.0,0.606,10.0,4.0,4.0,2.179,0.253,2.035,2.634,1.0,5.197,0.0,24.581,0.004,6.685,0.036,16.219,0.853,1.795,5.146,0.033,13.649,0.882,0.641,17.3,1.5,26.725,0.691,22.5
796,hakatashi,Human,0.82,300,225,9,4,0.25,1.283,0.021,3.352,0.84,14.062,9.0,0.574,8.25,2.812,2.0,1.94,0.326,4.018,3.435,3.0,1.028,0.005,3.922,0.075,4.181,2.645,4.585,0.54,4.57,1.245,0.004,3.143,0.842,0.471,25.0,10.0,29.812,0.577,47.0
797,Atemu,Human,0.943,100,83,12,4,0.8,0.811,0.036,2.427,0.882,16.6,1.0,0.723,6.0,3.6,1.0,4.775,0.533,4.15,6.659,2.25,2.376,0.0,5.248,1.012,0.999,0.027,2.94,0.889,0.042,0.676,0.039,2.051,0.877,0.203,6.917,4.5,5.9,0.439,8.0
798,nschloe,Human,0.81,100,97,8,9,0.562,8.552,3.704,11.433,0.604,6.062,1.0,0.619,6.0,1.312,1.0,0.602,0.188,1.492,0.986,1.0,2.112,0.0,7.532,0.061,10.683,6.0,12.642,0.572,10.997,7.088,1.983,11.597,0.67,7.999,12.125,2.5,25.892,0.728,3.75
799,huoyaoyuan,Human,0.847,200,172,8,3,0.333,5.026,1.079,9.422,0.743,19.111,2.0,0.77,8.0,1.778,1.0,1.093,0.292,3.373,4.503,2.5,11.301,0.0,27.491,6.727,5.663,1.935,8.258,0.67,6.851,6.726,2.119,10.263,0.681,10.39,21.5,5.0,38.135,0.695,15.0
800,ADedecker,Human,0.166,65,55,6,1,1.0,3.993,0.179,14.997,0.904,55.0,55.0,0.0,0.0,6.0,6.0,0.0,0.0,55.0,0.0,0.0,215.647,215.647,0.0,0.0,,,0.0,0.0,,7.601,0.198,21.157,0.864,0.487,9.167,7.5,7.195,0.391,12.25
801,haampie,Human,0.91,100,88,12,2,0.667,2.59,0.204,9.459,0.875,29.333,6.0,0.606,40.0,5.333,3.0,5.859,0.458,8.0,11.48,10.0,18.988,0.001,54.361,5.003,1.647,0.434,3.11,0.713,0.657,2.948,0.201,10.362,0.883,0.894,7.333,6.5,6.429,0.43,7.5
802,mikebrow,Human,0.892,200,129,7,4,0.5,9.559,0.226,25.735,0.86,16.125,4.5,0.582,27.5,2.5,2.0,1.604,0.325,4.031,7.601,3.25,10.47,0.038,21.903,9.058,28.66,14.66,43.552,0.68,23.26,14.866,0.738,29.376,0.783,16.614,18.429,7.0,21.969,0.574,24.5
803,ivandeex,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
804,rickbergfalk,Human,0.957,100,78,12,3,0.75,7.634,0.042,30.912,0.939,19.5,19.0,0.385,14.0,6.25,6.5,4.113,0.31,9.75,10.977,13.5,42.011,0.293,104.364,15.482,35.961,0.451,59.623,0.723,46.788,5.579,0.031,22.624,0.937,0.151,6.5,2.5,6.346,0.496,9.0
805,ilaner,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
806,LuciferYang,Human,0.843,100,84,9,2,0.333,2.539,0.148,8.475,0.868,14.0,1.5,0.694,13.75,2.167,1.0,2.041,0.397,2.71,2.085,3.5,5.557,0.017,15.5,2.502,1.282,0.162,4.209,0.838,0.236,2.796,0.146,9.594,0.878,0.268,9.333,6.0,8.888,0.471,7.0
807,ajakabcin,Bot,0.612,164,118,4,1,1.0,2.709,0.039,10.224,0.918,118.0,118.0,0.0,0.0,4.0,4.0,0.0,0.0,118.0,0.0,0.0,316.899,316.899,0.0,0.0,,,0.0,0.0,,5.259,0.225,15.057,0.87,1.302,29.5,23.0,18.138,0.267,14.5
808,choldgraf,Human,0.925,100,84,11,5,0.455,7.961,0.115,19.026,0.854,7.636,3.0,0.569,8.5,3.455,2.0,2.979,0.431,3.652,4.706,2.5,9.705,0.031,27.672,2.614,19.889,8.368,25.698,0.627,31.89,7.309,0.089,17.559,0.853,1.332,7.636,8.0,3.854,0.268,5.5
809,Dillon-Dumesnil,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
810,SchoolGuy,Human,0.885,100,89,12,2,0.5,1.092,0.055,3.657,0.89,22.25,18.5,0.463,23.75,4.75,4.0,3.862,0.382,7.417,8.836,11.5,3.789,0.027,8.137,0.897,4.601,0.39,6.836,0.688,5.822,1.519,0.041,4.331,0.878,0.246,7.417,5.0,7.428,0.439,3.0
811,l2dy,Human,0.911,100,94,13,35,0.897,7.395,0.186,24.701,0.884,2.41,1.0,0.558,0.0,1.179,1.0,0.823,0.145,1.958,2.91,0.0,0.398,0.0,2.331,0.0,14.226,1.584,33.48,0.81,9.707,10.841,0.206,29.969,0.859,6.906,7.231,5.0,8.228,0.55,9.0
812,rlskoeser,Human,0.934,100,88,12,5,0.357,0.896,0.063,3.155,0.877,6.286,4.5,0.461,10.25,3.286,2.5,2.525,0.401,2.0,1.414,2.0,0.165,0.0,0.49,0.063,1.645,0.229,4.363,0.836,0.698,0.798,0.061,3.078,0.88,0.277,7.333,4.5,8.732,0.456,4.25
813,fepitre-bot,Bot,0.187,146,146,5,4,0.8,14.566,0.071,37.991,0.877,29.2,36.0,0.449,32.0,1.4,1.0,0.894,0.229,1.678,2.143,0.0,6.94,0.0,32.213,0.0,17.537,0.044,44.508,0.871,4.854,17.085,0.09,40.754,0.858,4.832,29.2,36.0,17.427,0.279,10.0
814,noscode,Human,0.774,18,17,3,3,1.0,106.757,1.22,298.963,0.862,5.667,7.0,0.314,4.0,1.667,1.0,1.155,0.267,4.25,2.5,2.25,85.184,2.627,166.88,87.425,455.791,155.092,649.446,0.58,594.95,339.102,77.629,579.284,0.693,416.451,5.667,6.0,4.509,0.353,4.5
815,chrisbra,Human,0.923,100,93,11,3,0.6,0.819,0.029,2.199,0.855,18.6,5.0,0.645,6.0,3.0,3.0,2.449,0.373,4.895,10.624,1.0,2.095,0.0,6.098,0.003,1.974,0.05,2.74,0.657,3.802,0.706,0.016,1.753,0.844,0.24,8.455,9.0,5.786,0.356,10.0
816,giuseppe,Human,0.9,200,168,10,3,0.2,2.331,0.254,8.384,0.874,11.2,4.0,0.567,11.0,3.133,2.0,2.066,0.323,1.487,0.992,1.0,0.595,0.0,2.898,0.017,2.875,0.297,9.807,0.869,1.046,2.21,0.214,7.398,0.865,0.939,16.8,15.0,11.535,0.369,17.75
817,UbuntuEvangelist,Bot,0.932,100,100,3,2,0.154,1.63,0.001,6.079,0.932,7.692,3.0,0.529,3.0,3.0,3.0,0.0,0.0,4.762,6.156,0.0,0.359,0.001,1.198,0.0,7.692,0.899,11.896,0.715,10.662,1.63,0.001,6.079,0.932,0.059,33.333,33.0,0.577,0.007,0.5
818,karma0,Bot,0.918,100,100,3,2,0.333,2.316,0.001,8.778,0.925,16.667,15.0,0.13,0.75,3.0,3.0,0.0,0.0,3.571,1.501,0.25,3.717,0.001,15.099,0.0,4.636,0.016,12.258,0.837,4.218,2.413,0.001,8.949,0.924,0.015,33.333,33.0,2.517,0.033,2.5
819,TheRoyalTnetennba,Unknown,-,2,2,2,2,1.0,352.142,352.142,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,352.142,352.142,0.0,0.0,0.0,352.142,352.142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
820,r10s,Human,0.869,100,84,12,2,0.286,1.069,0.062,2.615,0.836,12.0,7.0,0.558,6.0,4.571,5.0,2.878,0.321,2.897,2.907,3.0,0.538,0.008,1.674,0.071,2.612,1.016,3.945,0.682,2.838,1.097,0.053,2.578,0.823,0.915,7.0,6.5,4.553,0.353,6.75
821,vitek-karas,Human,0.94,100,92,9,4,0.4,15.581,3.339,36.167,0.764,9.2,2.0,0.724,4.0,1.9,1.0,1.853,0.363,2.706,3.02,2.0,30.693,0.0,79.285,18.917,11.344,2.088,24.368,0.765,9.539,11.807,3.106,22.168,0.731,15.084,10.222,6.0,15.006,0.582,7.0
822,aanderse,Human,0.956,100,85,11,6,0.6,12.131,0.474,24.683,0.806,8.5,2.5,0.719,3.5,2.2,1.0,2.486,0.427,2.576,2.773,2.0,10.166,0.0,28.331,1.119,21.36,3.343,31.398,0.696,36.201,14.248,0.784,27.452,0.793,11.474,7.727,5.0,7.363,0.462,6.5
823,mshea0606,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
824,glerchundi,Unknown,-,2,2,1,2,1.0,168.99,168.99,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,168.99,168.99,0.0,0.0,0.0,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
825,rdeodhar,Human,0.774,71,55,7,2,1.0,20.355,2.622,35.617,0.748,27.5,27.5,0.009,0.5,3.5,3.5,0.707,0.071,1.667,0.99,1.0,16.711,0.0,40.745,2.716,17.115,3.014,25.79,0.707,20.488,17.857,2.307,32.089,0.762,20.192,7.857,1.0,9.873,0.587,11.5
826,LorbusChris,Human,0.942,74,64,11,12,0.632,32.784,0.276,105.515,0.892,3.368,2.0,0.533,1.5,1.789,1.0,1.619,0.356,1.561,1.629,1.0,22.003,0.0,108.346,0.0,29.083,0.437,77.856,0.838,23.289,34.861,0.307,111.9,0.887,15.208,5.818,5.0,3.488,0.293,2.5
827,johnnyreilly,Human,0.943,100,89,9,8,0.667,11.247,0.357,30.013,0.841,7.417,3.0,0.658,3.25,2.5,2.0,1.784,0.361,3.296,4.656,3.5,10.39,0.0,30.458,1.184,27.275,14.381,47.562,0.677,26.815,12.245,0.277,34.278,0.858,5.824,9.889,6.0,11.741,0.479,4.0
828,balay,Human,0.939,100,93,11,4,1.0,5.073,0.987,9.705,0.766,23.25,9.0,0.626,28.75,3.75,2.0,4.193,0.45,6.2,12.295,4.0,23.084,3.015,57.84,16.628,8.603,2.337,13.635,0.696,12.501,5.105,0.578,10.95,0.804,2.744,8.455,5.0,9.136,0.528,11.5
829,zjf2012,Invalid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
830,JunTaoLuo,Human,0.764,100,85,11,1,0.333,2.618,0.169,8.205,0.877,28.333,29.0,0.063,4.0,5.667,5.0,2.082,0.157,2.742,1.825,3.5,3.214,0.033,11.693,0.451,4.01,0.422,7.123,0.761,1.629,2.033,0.102,8.205,0.904,0.373,7.727,4.0,6.944,0.394,6.5
831,ProbablePrime,Human,0.914,100,87,8,7,0.778,7.571,1.303,19.58,0.771,9.667,1.0,0.764,3.0,1.889,1.0,1.269,0.314,4.143,5.023,4.0,22.748,0.0,48.469,17.577,8.672,4.135,9.175,0.556,14.5,9.423,1.439,27.177,0.805,7.477,10.875,3.0,19.194,0.68,5.75
832,riteshghorse,Human,0.937,83,75,13,3,1.0,24.594,1.366,38.732,0.73,25.0,28.0,0.364,20.5,5.0,4.0,2.646,0.222,2.885,2.085,3.0,36.494,0.108,63.573,44.695,34.846,11.301,47.992,0.677,59.681,24.8,0.775,38.868,0.73,40.209,5.769,4.0,4.952,0.453,8.0
833,AidanBeltonS,Unknown,-,5,5,4,2,0.667,162.014,13.421,306.34,0.728,1.667,2.0,0.133,0.5,1.667,2.0,0.577,0.133,1.667,0.577,0.5,8.947,1.723,14.032,12.56,310.606,310.606,439.25,0.5,310.597,162.014,13.421,306.34,0.728,172.845,1.25,1.0,0.5,0.15,0.25
834,msumit,Unknown,-,2,2,1,1,1.0,103.331,103.331,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,103.331,103.331,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,2.0,2.0,0.0,0.0,0.0
835,mandarjog,Unknown,-,4,4,2,3,1.0,436.359,387.812,437.738,0.444,1.333,1.0,0.167,0.5,1.0,1.0,0.0,0.0,1.333,0.577,0.5,8.306,0.0,14.387,12.459,642.08,642.08,359.589,0.198,254.268,896.347,896.347,0.0,0.0,0.0,2.0,2.0,1.414,0.25,1.0
836,alonSadan,Human,0.451,12,10,6,1,0.5,36.018,0.003,107.183,0.873,5.0,5.0,0.4,4.0,3.0,3.0,2.828,0.333,5.0,5.657,4.0,1.165,1.165,1.648,1.165,321.834,321.834,0.0,0.0,0.0,36.018,0.003,107.183,0.873,0.235,1.667,1.5,0.816,0.233,1.0
837,HumairAK,Human,0.941,100,73,11,4,0.444,2.063,0.136,8.317,0.891,8.111,2.0,0.575,12.0,2.889,2.0,2.205,0.35,2.212,1.98,1.0,2.485,0.0,11.561,0.254,2.079,0.307,4.648,0.801,0.981,2.636,0.18,9.461,0.879,0.809,6.636,4.0,6.054,0.461,7.5
838,ashleyfae,Human,0.407,24,20,7,1,0.5,0.11,0.025,0.289,0.752,10.0,10.0,0.45,9.0,4.0,4.0,4.243,0.375,10.0,12.728,9.0,0.399,0.399,0.564,0.399,1.29,1.29,0.0,0.0,0.0,0.127,0.025,0.325,0.774,0.098,2.857,2.0,2.734,0.343,0.0
839,macdonst,Human,0.952,100,96,11,4,0.267,18.723,0.063,60.678,0.897,6.4,5.0,0.371,4.5,3.333,2.0,2.289,0.355,3.0,1.849,3.25,1.078,0.023,3.711,0.298,56.263,2.154,96.749,0.754,74.907,22.498,0.026,69.426,0.883,0.803,8.727,3.0,13.712,0.638,7.0
840,lidanqing-intel,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
841,prameshj,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
842,randall77,Human,0.896,89,80,9,4,1.0,27.333,8.685,43.803,0.702,20.0,4.0,0.669,20.5,2.25,2.0,1.258,0.25,11.429,18.752,11.0,293.405,0.081,573.067,271.8,17.573,2.755,38.238,0.777,3.418,30.759,13.535,46.206,0.686,29.471,8.889,2.0,18.327,0.725,3.0
843,digivava,Human,0.88,100,77,9,2,0.333,22.12,0.072,58.96,0.864,12.833,5.0,0.578,8.0,4.833,5.0,2.401,0.247,5.133,6.599,2.5,37.361,0.078,88.64,2.425,80.049,21.765,112.961,0.666,112.92,14.349,0.055,44.322,0.877,2.732,8.556,8.0,4.953,0.306,6.0
844,MitkoTschimev,Human,0.386,24,21,6,2,1.0,2.441,0.072,7.169,0.883,10.5,10.5,0.357,7.5,4.0,4.0,1.414,0.125,5.25,5.965,4.75,12.092,0.208,23.908,12.278,0.153,0.009,0.253,0.638,0.22,1.598,0.072,5.897,0.909,0.147,3.5,3.0,2.258,0.325,2.75
845,kailun-qin,Human,0.931,100,99,9,6,0.6,14.204,1.466,31.077,0.804,9.9,1.5,0.722,3.25,1.7,1.0,1.252,0.3,2.357,3.463,1.0,21.354,0.0,70.305,2.299,12.078,1.531,21.784,0.754,14.458,14.189,2.754,29.969,0.772,14.248,11.0,4.0,13.991,0.577,8.0
846,gerolf-da,Human,0.091,44,38,6,1,1.0,14.849,0.225,50.497,0.9,38.0,38.0,0.0,0.0,6.0,6.0,0.0,0.0,38.0,0.0,0.0,549.401,549.401,0.0,0.0,,,0.0,0.0,,12.59,0.108,50.584,0.922,1.445,6.333,7.0,3.327,0.263,3.75
847,azr,Human,0.435,80,61,5,5,0.714,29.543,0.288,83.838,0.884,8.714,1.0,0.637,12.5,1.143,1.0,0.378,0.107,2.44,2.468,1.0,19.679,0.0,70.14,0.136,53.359,4.655,108.613,0.79,46.815,33.325,1.625,76.126,0.812,20.832,12.2,12.0,11.692,0.472,18.0
848,fkorotkov,Unknown,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
849,12rambau,Human,0.95,100,87,12,5,0.833,1.219,0.04,3.402,0.869,14.5,2.5,0.715,7.0,4.0,2.5,3.688,0.444,7.25,14.98,5.5,6.072,0.005,14.205,0.147,2.906,0.091,4.356,0.695,4.071,1.013,0.044,2.695,0.864,0.268,7.25,6.5,5.707,0.422,11.25
850,katelynsills,Bot,0.196,27,20,5,1,1.0,61.9,0.003,170.705,0.884,20.0,20.0,0.0,0.0,5.0,5.0,0.0,0.0,20.0,0.0,0.0,1176.092,1176.092,0.0,0.0,,,0.0,0.0,,61.9,0.003,170.705,0.884,0.026,4.0,3.0,2.345,0.28,4.0
851,sv-ohorvath,Unknown,-,1,1,1,1,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
